"HolderAddress","Balance","PendingBalanceUpdate"
"0xbc2f8b6b425342e86334c24857307342372be279","84.157","No"
"0x81426c8cf4d6258258a5888b583efd43b85342d2","84.009717587297101192","No"
"0xb490cd4fb31f3fa05d515376906817fa8c35c244","84","No"
"0x19e190085a565c083974d7f0190b2569eea7646d","84","No"
"0x4bf71d5c6161aa223876022da400c31b53f19231","84","No"
"0x958294a0337cbab6feb264a0fcdf8f34b2ace2fe","83.979314601150598189","No"
"0x82a7e02b745c24ba513b691d62487b21a0778e38","83.978054157202325759","No"
"0x22aa17dfa722e0f97de6da831812a8c5da80b5dc","83.976097534023228276","No"
"0xc1c04b502c4c08e50c709d04c44e9f4b3d5cb337","83.962927087644541549","No"
"0x3ba067b4734ddfe1c63d25c6aec390c02855f2a1","83.960778501901021489","No"
"0x394e01d762ca7abf9010c73b61748819d5895f83","83.951144190415520009","No"
"0x3180c041b473f2a2ab3ba5dee2f225f72e5740e5","83.88769443","No"
"0xed2dacd07208ed3822d5ea7238ca081d8dbbc089","83.874056640496647755","No"
"0xb31a3ed225c1f00c623b1aed98725c42b38a862d","83.867573846055092731","No"
"0xfcdd80be6e8bb6b557b19c573fdb1a04fbe63ca8","83.796958350978622253","No"
"0xfce122b9e23537a879058d23c9bd8296b3d934aa","83.77137036872944604","No"
"0xedbcaa8fca3a54150bc02325da5a43d1426bd4c8","83.764","No"
"0x5d294a502a9e753341d49b5314f5b3f013632e00","83.7471","No"
"0xe2b3f3da1f6e6485460e8d98fb573aae292c3be7","83.725354682676417527","No"
"0xbf06f35a51ef4089100ec10bceba16cc5b77fedb","83.724331020996450096","No"
"0x0d034f9936079b1a573d29550b3bc881c10eba27","83.675467485087157314","No"
"0x7594567927c465240e1c0828785392a16305b8d5","83.632217378588864597","No"
"0xaa57b2e2e716f5a5a6e99e1cc0fec731e4f8ae26","83.631530341649999435","No"
"0xa9564d341e69a10e457e91210c2ccc7fff75d810","83.58384","No"
"0x9fd98e2d5cce2b768e6745cc605bcd7c6f14b405","83.562286815200521735","No"
"0xf1b57c19603ea4393f1c704f604c987c7832e579","83.54986775","No"
"0xc370e04bbe86ac1e9886741301b08b722a61bbc5","83.542761114303602747","No"
"0x187c261a41b23ec7c518970023ee324028ec8c32","83.540498490360424745","No"
"0x80e23a5841537136c222dc6c25423dfb4d9fdf2b","83.531357792638610984","No"
"0x7b26676dadb89f94483108e7c010d1744ed92b2a","83.509857713831319944","No"
"0x62459972db7da67472bc67ccc018c90f0fba7a94","83.480281674061455455","No"
"0xa61f12778b4c65cb734b994ec2c99b6e221d967b","83.463482756603952932","No"
"0x8f9f67770c8cbfff7d5748d15996dc1cfb2fc5fc","83.454518602994974974","No"
"0xb29293275a03779f95b27689311ba0999c3447d3","83.371768880990694604","No"
"0x0796629481e2ad33f9cac5e9ee6670fed1ec66bd","83.350802414674516108","No"
"0xa689a700b431f3814f795c2070394962d0808e60","83.349926976646106747","No"
"0xa3bf5ba9ea98cdfaf4f1a54845f6844ecdc4ec91","83.286669961058230682","No"
"0x21095e00139932eb711b05b8b65c13f7a8bc2a4f","83.228711993216079924","No"
"0x0e189851efb589cce487c8e309b4d6e6c2137c7a","83.14443079","No"
"0x2aaa265b00ac68e971aa41bdd406617f6f8f36a6","83.1347","No"
"0x564e630c55d9a654bf2abf621c5bd90740ff551a","83.10612006817525699","No"
"0x88f4049cd7991974dacdd1371d9f03734a559ed2","83.090074008385217782","No"
"0xc72c9d49b2c0bf8827dbaccff199ed15c7f9e535","83.0562084","No"
"0x4f885a47243a0ef1b9fe13df012b2ed924c37cc7","83.055882397593619441","No"
"0x88363cae13357492d3749badc35797ab195a019f","83.010395304663588285","No"
"0xbe2c7581ab8abfbe27f5182afc791dfc203f0b3b","83.000460598614951822","No"
"0xa5345aa9f09af58de0e847cf5907eaf370c1e4f6","83.000005737951164463","No"
"0xe42126bca57d82b14c9745e30cebbf416b4cef73","82.949341995805296446","No"
"0xb9242292def7586b26e50a1a6c48466d3bd8ff82","82.928600718593981307","No"
"0xccba9a84740631a28d450b3b0244d01c98a478ca","82.92447146715540601","No"
"0x777e5bf4ae7a9c35b5ef63733d9473e1b10c3921","82.917589705009088881","No"
"0x495592c1f3e5c874988005851a918b4abcc6559e","82.867850475835403681","No"
"0x2116262adb588ba8e9d93352a01d7d6491471a0e","82.83660575739917764","No"
"0xc60ced63e3bb52bac8df7d720019f921bccaa252","82.822448338330563975","No"
"0xe4e3b504073810e8d4abb3924169be58afea6890","82.81413710834318986","No"
"0x129099cef3e04a0087bdb74919b2b1f10806e502","82.707450040493804273","No"
"0xd1722b1e302da6257076a1828cdb1d88b26b0830","82.659444198830075093","No"
"0x92854f9f2a91955a051c70cd77abb79ec61647e9","82.64527805","No"
"0x39c3e90da4c48810756c7d1f1d955e03628f27fc","82.623083110478097913","No"
"0x554b405cf21195aec1f4ba35f711eb49c3a8a869","82.573200852179102958","No"
"0x6c70bd4af042b8be979977caf21125dfc8a12086","82.561793344659713073","No"
"0x3d5e6245762f849a096aa104b931e95526e2472a","82.539509700702460042","No"
"0x700965eb67dc62d2a3eafce9ede4b2ec15217874","82.503331135525389554","No"
"0xd1d78a341fa6c7a52d9a2ff0861ac09e4f00c663","82.502610557953464074","No"
"0x677b9e38f09fa856d2c04f5c19276cc6f0e289a4","82.454284692834464458","No"
"0x54c9341ab46960619a4552d857f213d891100f21","82.399174030711","No"
"0x2e0c5ed90e891c244a10f42456dabfc60d659404","82.3650602650601","No"
"0xde38533e12eab907abdbe106de5022494241cce9","82.252778689403446123","No"
"0x417a06e8d3ab81185c142aeabc4ef18f7f45a353","82.216105580850400986","No"
"0xd7f3ca6c2a62941766b9069ecbdee528eb2658ca","82.200776228619372887","No"
"0x9a13b8d90284cd666654191affaf4f77e3324e28","82.179826464629414309","No"
"0xc2842cbc537c5fe2fa9a8e167c6833317a9c69f6","82.133881312907073205","No"
"0xcd1f9ed1c02f66b1e809e2af7ab01c1718718604","82.114969599278479514","No"
"0xadaf47ab6d8741f9eed145f71f57c90ed28bf1ee","82.098131354141478008","No"
"0x94448f1c0575586cccb70cd47652966ddbf3d234","82.036535","No"
"0x822cfa1d7684d4a805d1c75e43918115580c772a","82.032385728582710177","No"
"0x7c62df2cf8472e4bc69752bbb76854d782263bac","82","No"
"0x528a267bd4e6e078e58a94227bcc147edef4adc6","81.980261888222550698","No"
"0xb512b37ec5ec7e9140226c7c1bddf451d8aed2e8","81.979496256570753024","No"
"0x72303776505bbbd7befa7f22fa904921eada6d38","81.9766","No"
"0x9bc741048006e1ac66561fb7b2fa741a47480a19","81.944705172656434192","No"
"0xece481071913481d1e18398cb5020a70c4f2d670","81.862604573484172217","No"
"0xc80e1ba9906d0521da9ddadee8d2e1f90665ef81","81.833146530925166852","No"
"0x8979702f57ea6c98d9c8b324c0bfd99bb07f6858","81.823685053987867177","No"
"0x6bea0cc649b14f7d0bc5596a7b8000f76d29e98e","81.79","No"
"0xf6d25d24ff5a47c50967c2fad806d367b8906514","81.744829","No"
"0x0a2cc17babbff1ff4891750af51b94bc57197558","81.729701119358363749","No"
"0x0d626d2c48e05a6b168a2a0221315c829e7e5195","81.680539741250382312","No"
"0x5c730fc87e206c92cfca8cb2715a7ad171712534","81.6678","No"
"0xb90956170db65a6b3a7c64a41ed88f30480b7a02","81.664305706816227939","No"
"0x922b5eb9a7d9e1f81b20ec48f5a06d7ffef805c2","81.663555344429814533","No"
"0x7e29f10a084d7a46f8ebf4801294d0ea8a6b64f5","81.658567540885474836","No"
"0x80f017dec572ceb38c1e824bf63efe8d20174d16","81.6557","No"
"0x92cd915506ad281f9b5cb89b43c1f2afc84322f7","81.632400763061149779","No"
"0x155d1e13d7e961b2e033764811c5dd74e312d987","81.582745437753520912","No"
"0x846b52e635dbbd2f233451d56ad126966eabc43f","81.578800868111941729","No"
"0x9ab89f355779f632d1eec925daf6cbadeb21c43b","81.578800868111941729","No"
"0x7a25f6c9729a0c552a41a49babd50b9d481aec11","81.578800868111941729","No"
"0xc105399c110aa9591929cb3aaa4d174d1d7a1914","81.578800868111941729","No"
"0x90408d59fa2bb80b44ff6f01c609fbe049a51e97","81.578800868111941729","No"
"0xf0c82aa7c867a3d1d51f5659f1b3e68d8132acb7","81.53583195","No"
"0x710d490cac814fa642780da3bd497840a678363d","81.485653256879310475","No"
"0x528e2ce61ba97f4510d06101d4296b6feb2ca1ab","81.453707953971114416","No"
"0x5172810455aea363055efde280acc9f3b31830aa","81.34972128567690977","No"
"0x0063d1a0331fe0d38285b59d99d3bd2b170c738c","81.348269277307033642","No"
"0x34d46fb01984d47ecd79e7eb917d93ed24dccc19","81.332006069056506078","No"
"0x9edaa8a07102f5c56b0db33972db330f6c5a522d","81.329523971391172693","No"
"0x553f458951c0cf43875a378568c8c7ab93ae091e","81.307248798616165661","No"
"0xa8e1279fe49189fb51236ce2ffc7dd1a70e7bdca","81.289416705270526292","No"
"0x8a3c1829eb89f297a0ef0f4c0e7620f0e6c6671d","81.222648012188493958","No"
"0x4f4531df6f06a5a29ce19158bbe81f940c0cc886","81.159812891615298021","No"
"0xe7aeae2966bb95394e7f7f734cba27f4f201e543","81.143589131868570125","No"
"0x13af4ce9a415e4d9d3a28f1d82450074a595f284","81.136053527304020798","No"
"0x9370e7464c83122091c5f0e051e62f136b4064ce","81.1244","No"
"0x411f6db6e2d38593132074fffe19502fd775219a","81.116355761829632908","No"
"0xbcd73fc03710225cac6553ffc287b7bf7c19bdba","81","No"
"0x2711f50bcc9e10ebd829fcc6f5c4eeadadf47c70","81","No"
"0xe402b13339ba24a2672baa21ec341e85ffaa29a5","80.9916090320189633","No"
"0x457c48eb34b76a58811efd8c0bbf004909d5b471","80.948168872143948137","No"
"0xceaa575f9e45516149aca25dc575872baee510aa","80.932838585202532763","No"
"0x1c76c4020d105b43ecb4fcbdc592aecdad614289","80.832029042503349223","No"
"0x94e4008b17e1f8c146d29dac696129cb75794886","80.822300243371979119","No"
"0x4d4ec84e8590f9a820e8173a7b1163eeeb05548d","80.8212048","No"
"0x7c45201d4b585cd66ef40c628ab391a00c477a3b","80.8143","No"
"0xe13ccb8c29e1a921cbd70e1dd5cfe802f9f9d415","80.800670051775903339","No"
"0xa394524d61054ae1cf68295510bf70c937a002ba","80.68907123","No"
"0x4f5ea051dc28c229c476c89e67a5177279df31d8","80.671480081499051993","No"
"0x6819cb043135f9f52f662d73f8d42d4ada5df907","80.60477057","No"
"0x7686db0ea7aa1f9128e3b3bc51c61af872a6caf1","80.570703440744623866","No"
"0x82f36b08a996e9197d9b9a251f0b6d7f3ac19515","80.561258916763430945","No"
"0x3de22b1ae67dd1397efd62d976b1c51500d0e33a","80.5396","No"
"0xeeeee4ce0c9ce4fdb1542f792dae63392e9857cc","80.532826832675063167","No"
"0x848af7cd45193201621d7543499e1e1197bcce59","80.525630262769889218","No"
"0x66ae05c1990e3d84ed07daa41b036c3e01fa4caa","80.515749640834700256","No"
"0xa77fcb4da7fb45928a8b3910b6c40d687cdb1e4a","80.4913","No"
"0x12e351832cdb666b838577f924eef2c3db732615","80.483648736814203862","No"
"0x2fe1adbac3d2829b0b399f5b2411e72e14822350","80.438498","No"
"0xae277ac32899ae271da57ba2c55cf92b2eb6f58b","80.4372","No"
"0xaf081fb7562a138afb14e5813e832a72ac2465e7","80.402040339887071748","No"
"0x01081d5b6ec704bba75d23716c68d22f7eba7560","80.35709449265248186","No"
"0xf9cc389985e89fb5ce6ceefa8e7ce1c9de8a8855","80.35709449265248186","No"
"0x0efb068354c10c070ddd64a0e8eaf8f054df7e26","80.356917009881273339","No"
"0x2220ac233b2cd350b6075c6799ac2e5c827f3246","80.3444","No"
"0x3e2163a78da59c7351a829d4328c4623db9080eb","80.301790261530909738","No"
"0x21dcd6d5ecbc6c9a1a9f0e5a4210e2b8945519d0","80.250121888113206988","No"
"0x252ba7cbffe5b66a45f17ae2a9c9995117602229","80.15877297","No"
"0x846420196d5a0657069513aca2c563c16d7dc2e4","80.11732","No"
"0x5fea14c5f2f98679e3ad703dd413aae2c21541e5","80.10026220999343734","No"
"0x866f7d96db14f2df4e071a740491cc2e3bcfd8e6","80.079435045113510109","No"
"0xda7bc22875d87d6d347485971e5bfcb6aefd2df1","80.07564376932163835","No"
"0x2ffb7e5b0b201cb422f572ff9c7b10c9ae08d221","80.044719490549867325","No"
"0x8cda38761a6d4ab7783fd7f07b19eb3a3dfd661d","80.030645725185789589","No"
"0xc052a35f3638b79ec426d9fc55fbfff170517bd7","80.022292973439104619","No"
"0x7d70b656760267bd5c7e39ed392c894d0c72167b","80.006100341720646742","No"
"0xbca60c095a8c3bec565102e719dd24ba9c9e1ec5","80.000081302286972133","No"
"0x786fc2afe7e0a2629ca00d28717a8f8f96288a80","80","No"
"0x1414b05e94f39afbbe6994372234b6b1ad39bf6f","80","No"
"0xafac51419a2a3837093c175e9ebe5e5c00a8ba7f","80","No"
"0xcab080b18055f5997cbeb00e50138b724e95de1a","80","No"
"0x743b077446ce78e3eeefb27ee51ad88f2c9f2686","80","No"
"0x4947405fa07237742d0bdfce3d5c8dbee31b92af","80","No"
"0xd8fc900ead1c6eb5773b1a2ddec9d92fe9fc8c7a","80","No"
"0xddb0266760c60b7f07212333b24ab846987a1cec","80","No"
"0xbd99ee671c445e1d0002267c7829675cf7f316d8","80","No"
"0x1c4b29e95a2c8eb50c23752423803de402c546bd","80","No"
"0xf290917adad5db2bd899bdc285250bdef963b9e6","79.937931216814599169","No"
"0xcb381d0fe525b8a777c9cb73f2c2ca86d7de99f5","79.912806620147464701","No"
"0x07630f64e502eb8c7a4c4fefa07b3ed6ebc3c2b4","79.894107306496143884","No"
"0x3a7cbd29e91ec1910bd907bcb1f8dc6ce2bf6be3","79.84522078","No"
"0x438e41b11e49f0016893b50747711f229329921a","79.8373","No"
"0x28be93d4019d5ed237ca9dff202caf5ee146106e","79.836339426062722804","No"
"0x43d11d081ec887c18670f8412ac07969c8533d56","79.829275808799767088","No"
"0xad99967869aab59e91bb9541840431bccd7732a4","79.817269525225464897","No"
"0xfcb7c336aa112d9f28a22287226152b05e90b361","79.768811175328809309","No"
"0x8418a4a394bf646a6325d4bd00082fbac52286c0","79.742826643468901906","No"
"0x98f016364d18f0103d0794d2120eef217f501b38","79.61770273","No"
"0x6ceb149c6b45621e1b5af9553f18504b74a9597d","79.559078442820832007","No"
"0x0aec96fed9a553d6e76adba2b397a961328f6fbd","79.46459093495613187","No"
"0x3ec9f37a17272e185590456e2e9b1205654692f4","79.412627789180764647","No"
"0x9a1b52d0e0b0c1bc816d11524ea8e6a1eb9cd1d2","79.378697162206413631","No"
"0xd81c215e2ecf3fabbf9ae59e17fb0385a44eee46","79.36507936507937","No"
"0x1153ea8f1c57e546c0d5970381ce616c69ed0e58","79.351084039374771408","No"
"0xe3a3dbac58d89cd7b37dd81909b486c1fcc163bc","79.344897327282272622","No"
"0x8159c4905bcdddd359e433072ecc3d6444895ca1","79.2979","No"
"0x57224204b2a487b76c037a4bbeee4a78b5c09e5f","79.26051494","No"
"0x09ddaffa1c03270e361c36697f891dfe99cfb196","79.24967","No"
"0x694dddf124cb660c1f4c340756a46cb97d2b2298","79.1736","No"
"0x4f10bdcdeac498b694912861f92e17c51af9a915","79.14778079","No"
"0xcb721b27ca670c806a6aaa9ac9df6d065d24bcd5","79.13573060688710169","No"
"0xc60af18b401e40679c4bd852396f37ce026b226a","79.128425448467107287","No"
"0xe0a49ed070b8acbced1504cb237771daac4e690e","79.116540609780348236","No"
"0xab3bba0dba88acebb42fbc3e42a815a6f485b8b6","79.113797668939085811","No"
"0x9ca3cd3839e295b859b1a326210ff9934a0c7601","79.11203078","No"
"0x40f98e6b28d67e8b40e688861f13cf81a69006a1","79.103795129567346951","No"
"0x3fdacff0e2687ba065bd4ef8d12fb106c9bed9da","79.098859810153063094","No"
"0xe2907ca4db1a749af5ad81e78cd4ef9f901ed596","79.063299943723702175","No"
"0x620abe8f4bc165530e6d16ec0198a60e3bb94008","79.026832920052251343","No"
"0x73e220cfb9cdcca2ca4d5567772c71d22dab949e","79.0194","No"
"0x998f2a5aba1072a343bb9c12e767aff0067526a2","79.01494066319023436","No"
"0x34da6eea5db82365e215ecbd222573333922e25f","79.002920853772327303","No"
"0x895f0273306c98384367b7be48c54470148926c7","79.001861423106785489","No"
"0x58f76ff3d8889ce7db8909bd262d5b4880ee5359","78.953825","No"
"0xd4a4efdfb79336aab271a1f0e0da03e5400c3230","78.92055967023549569","No"
"0x89dae419c30b846f0e642e05908693bbb6206bbc","78.863409939983436573","No"
"0x7661f523fb3f36b09182c668b6740358558f0639","78.8571","No"
"0x8976ff618517a8d7b45abc85d3993dcbb4da1ea7","78.8333","No"
"0xc125b932011adacf0d9c3099457f15aa9ead730f","78.818622879591465819","No"
"0x6271a24b575bfccf55e786f2bafbc4027d2473f7","78.737008259974274899","No"
"0x86d7c7700294d295e1540196be33c01e5b785f12","78.67651863228790505","No"
"0xfaff02f1d7f9315529b64f64611fb35ffae41c1d","78.605067990286536389","No"
"0x1269de938cac4c5f70ac984da212849ae0f5a533","78.5433","No"
"0x4e7120d14f29799d9f3df4ceec9f82ee2504c726","78.53703261682690363","No"
"0xd6d2f309aa7fd3b0039692238353a671e4c23c87","78.50542673144470585","No"
"0x2bb8cb0251b9e01643c770824eeed8de38ebf689","78.481587272353041373","No"
"0xf6a10ea1731bd39e089e0d284f8da3248af4e3d5","78.444147001654614742","No"
"0xa983fbc5a86507e0062dffec053c8d5a7cd69848","78.4406824750873346","No"
"0x1e80629a3cce0e6b9fafebcf011f89d9f0cc86bc","78.39177391","No"
"0x81868bf0f89b2f61327b5e19ee67eaebb222056b","78.326460337238991027","No"
"0xf42004a2fde0c6d521eb68ccd9897dc8aa72aa30","78.301869572754648312","No"
"0x7550b206ef1fb8c860e4f2fc87978aa170e4aa82","78.287437637489552329","No"
"0x126ef55146ede12a81c0c828121696c24ae6172d","78.266739541495000365","No"
"0x945f5fa4cf1b2d0734a2fa530de0a520242d8e50","78.23","No"
"0x0b803d58d68c8aba85317f353aef17d664625ccc","78.213192992934674842","No"
"0x315944b8255f3f8643a0ba7305cbf35d4817e305","78.20259864034125605","No"
"0xde3c9c9a203d6bf7f232e7d305662fa37da834e0","78.197671409980085517","No"
"0xfc26e9444a3d3160226f3f982a16f6c3d562cb74","78.154681832164559157","No"
"0x8d8ac83d2e2f883594f792625d91a8fca523623b","78.127432664736117334","No"
"0x2ececddc24d8e9379f0bcedd19e0bd852c62ce21","78.037614970643916864","No"
"0x06e162f5bd2cc5d3376927492171608cd1802601","78.010910572695527867","No"
"0x634c6d078e876f48c761389f92ccdd636b6bc15c","78","No"
"0xf0b849cec5159f1e7fddd031da7ea8e79dc3b8d8","77.979118533374659434","No"
"0x8af165bcf6b2a054142b09f2fbcc61a13db92fea","77.975941843563430402","No"
"0x79e3e22adb47ed4f187fd6d778f3e19a89db5b28","77.975116376698022761","No"
"0x38da75913ec70e0674c64984309b16b53e4de0ad","77.871652510548425881","No"
"0xf1dfe0b4750c1a60535171ce16c67f340dba60b4","77.858049918469694492","No"
"0xd76ba7acdd9dee5b5c121f574ddc6a24e67fc680","77.842886294323242662","No"
"0xaa935df921066c931c317dafc397088956ba62e3","77.814598","No"
"0x4cc9fb36bd94f3ef4412677f8719de1ff7189923","77.74","No"
"0x507da96c31598b4fabf187c27eb7602bb5168ebb","77.617189268950584355","No"
"0x019640f7434d5e0e6dc21c84c7357da2c8a9e1bf","77.551554411106249796","No"
"0xa03993dea343f6c60c9b5f55c63d0bc6d6504e6f","77.547540033597035518","No"
"0xe9ead6e7870e31eabd8afd4f8174c9eccafdb8af","77.516215317280681612","No"
"0x3e0e36bbcd5532671e0e2c0745218d7f289c6ecc","77.501218668468997497","No"
"0x979abc67ab759986d8bcef4a33194e228150166c","77.5","No"
"0x7adb56e7a1ce1866e8437f8cfb350e722da9c2b3","77.433519802557291719","No"
"0x952cca00538ea600a82a3be20b86317edd5544c6","77.4","No"
"0x3e03f44433b29ea9a0c3aaa789010c9c1c04f546","77.341","No"
"0x4e81fcf24e056195f5a97965e94dd1e6fe64ba23","77.290700278711753991","No"
"0x74e19812f0035094677c99583a0e91b5b24c7eb7","77.283522785879539483","No"
"0x7ac157206656ceb382fab8932a1601c446e1740f","77.277048799931778019","No"
"0xc2ff2cdf864693ae204938b2e886997e4354370b","77.257064","No"
"0x141a662f82f9c1694ca8bc92b6b2244396cc35f7","77.256841474336126072","No"
"0x4aea88cf48a8a959f8a3865447a43d524e092281","77.167382202001825628","No"
"0xb430e58f1a29c18efb328e00f32231203b6fdba8","77.091003599532649799","No"
"0xd4a15bfc1ec39f2d7095aca15efb84d157607b6b","77.088913737987086367","No"
"0xadcd5f30bd4583bfb166bafbfe30db980b62e053","77.085121871061644267","No"
"0xda71f3e54ad52073afd28c64c22066588040aeba","77.0409","No"
"0xa7cfe26565faf5573e15d3743a8efdeb9bd39c8d","77","No"
"0xdaf4583e615cc41d79be3649797c5f41ded8887e","77","No"
"0xd389c854b0a5b7d74eb4e7cee1706e29f0d55dd9","76.864870906202243072","No"
"0x792c25925fc5578fbfd155d9c16e0a974538fd69","76.864219","No"
"0x36c6bbbaf8625a92a47fc31d13cee5ebc7144cbd","76.853120319413153875","No"
"0x5e517632c4612249c8a7b2d76e250df19efe456e","76.8241","No"
"0xeccd821a4d4625a8df525fe5575ad15bdd71a690","76.814372667299646432","No"
"0x7da7fd7831d322955a6716e449b85e249436d4d6","76.75505956152631467","No"
"0x23fd7249b9df3da7ddf87b5c54b7415dfd092eae","76.7447","No"
"0x893c04581b4a9c4d0f9c43ebf516973679bdabe4","76.701266690764224635","No"
"0x4effb36f8e0a930c9e226223a3be149f6fd0b7fa","76.687937259231222254","No"
"0x620f9d317531bf04f458b55c0d70829109dbe6e6","76.6517","No"
"0x8ead5995fc00ceb3d5a335b73c36812c9790b68f","76.626112227168631863","No"
"0xbc812919a6cf3c9a04a779af536fa1055c7c8a0f","76.54235018","No"
"0x2dcece81083794453db1cba813496dfdc2c866e7","76.533066271645985744","No"
"0x6eda7d1dfe1ce32a19d36240142f5aeec715e0f8","76.530345883178947208","No"
"0xdf077d34e43272ebe57c3f072a4d954e6ec82248","76.518642128728016382","No"
"0x104337cd0069e7f3d48d8dbb0f2c340e519d8d76","76.5","No"
"0x64e70ab042a0511d31e5231362cb433a24a9300b","76.44635165","No"
"0xfbd862cfc8e2c25ca51d9ce1b87335420994bad8","76.370015695504370584","No"
"0x01ffa88b743d70f480335700ed64475a60431adc","76.369339506331911793","No"
"0xb7a69574b0b5b3873b3f6435947292ce7959e74f","76.357913767897679525","No"
"0xa230c0a3619cc0604e96df9452828444def3dbd7","76.345013909560396367","No"
"0x11a621a36cf84a66f40eac6a2d484e3d5cf18567","76.343957459276783786","No"
"0xc62c876613b825a32325eb260634bcc2798c0419","76.311927066654742844","No"
"0xd57ad21fe2e296d974b0e51140135ec2525368fe","76.27629241","No"
"0x5654c1e10e56c25833aade328bb623da96d03438","76.268205173959812538","No"
"0x1e78d717a37d1287e9332be8a94ad11cb60c10cb","76.264188494912463712","No"
"0xe69ce65b61c0234abbe7ac98133bb2320f4264a4","76.223175377926160509","No"
"0x6ad0586e4350bf0f4199d8a425fc646c485c3943","76.192649945682897112","No"
"0xbdeea4c6f80ee0799db712a50769c251e32311fa","76.17265697458273235","No"
"0x0daa3f67a770e12ab2634a5d1b589239c5d507bb","76.049973179215760583","No"
"0x7c323d4f4c124becc2ed38c309aed43da535918d","76.049058293278985056","No"
"0x1ff3c7b74ad78df65f4060da1c18b88ea00e200e","76.001138115951725133","No"
"0x6419f0e15becde658189868b053fe24449dc5a92","75.9496964661177699","No"
"0xe1937bd858c33397d91314c0802079398b826ed1","75.939748615941704109","No"
"0x58fd0a8d1c939b4ea275bc2d49935e8905ad5dd5","75.93439073","No"
"0xba64514ebab4851cc758b8e772e770a632c3f9c0","75.924429043480203806","No"
"0x2afcf730145fcae8196e628124e91cbfbab5eaad","75.91842891656033524","No"
"0x79ec7c10af93eb51f6f71e3721bba1a4df503c62","75.869839252171627954","No"
"0xb73cd66c9c9d159a514133aa79a0aef411ab19cd","75.83816","No"
"0x2a8e93c866d0c70e7ddffa87118d77a847835fa7","75.831161703809692635","No"
"0xd24cc9172dbf5d2ce8d1f459253a92384474c020","75.812243173372056659","No"
"0xa81854449ae26bf7a4921c36cf639921b64c04a6","75.801331996317980948","No"
"0xfc8ca7fad5829fa1ebcf3822cf93f504bc0844e4","75.78","No"
"0x2a0d395f136da3ecf50162837d467bdd4d3d7bb2","75.779779487552902626","No"
"0x11e3060d903509deebc1cb081bb785a4066f62ae","75.74100575","No"
"0xecd32ecb227745446b5c18a3c6af629487be6d5f","75.704341987868976426","No"
"0xd7651e030376ef3db8caecdeaa75da1d5ecdb3f4","75.701","No"
"0xba8f274f53d3ff505f49ffc78bb2cf2dd767966e","75.667220831576671939","No"
"0xfff424a82045607342fa6580f64e10afb0504780","75.667220831576671939","No"
"0x4510d90ab796b64d2216c55046cf9400ba46abdf","75.667220831576671939","No"
"0x22aaa2e6c5bb587bfdcf5fbb742bbc0f312b0f57","75.667220831576671939","No"
"0xb51c6e427e961298ea7910880f3bb0a1b5546cde","75.667220831576671939","No"
"0x5f323238a54ceebbea13637c82b267ed5246eb78","75.667220831576671939","No"
"0x237bdd84923d788be3e0d465757aed7982fd472a","75.667220831576671939","No"
"0x5b5936f212e1ea54d521c58b86d84ac189bf7a76","75.6415971","No"
"0x3016c23e2c417c92313fbf7eccf6ff26e340c9e7","75.616251949404778888","No"
"0xb4901c05345efdeceb98a8af77464e23795afcb8","75.60024329","No"
"0x60a5991f0d457c9ec07e912d0ad3cfdf448ee537","75.555392114753247814","No"
"0xf17e89d907a242300790e535d0cf77f5039798aa","75.522537690274377347","No"
"0xd51bc6a220c6d91af2f0d9be60c8bc891243ca31","75.521330543397852683","No"
"0x808f3f8f66f0531fc9bdb6c4f7636316e5bc575a","75.521128759405706367","No"
"0x9418960219f1a19457d65c5553b9d4db9248e740","75.5145","No"
"0x7c3bbe91397ed2ce314be74884b0cc276950c423","75.455172103494560939","No"
"0x99506fb7312d37179c512d7a7f43356df22c78a1","75.430589849234350534","No"
"0x0780457fc9d090b8b60cb5154ddcd66ec50d7a1f","75.40795122849415636","No"
"0x513694de57fe421004b97f1a8790c67ea2c0818a","75.40089","No"
"0xf1b825b672bcedbe4becbd77ebf3a7950848e903","75.35884946415471403","No"
"0xbfedcb48db47931f5ac056b852c46fabc32dc6a5","75.3562","No"
"0x87801de68a4608e96a78953fefee9bdf50bb46eb","75.335350955639089848","No"
"0x00ce6f2463a91cfebcb8b631ccd85c7ee7c7fdd4","75.25362","No"
"0x2fe003bbb8b04f92cad4c2dd8cdaef5a6f4d0bec","75.245062907884878157","No"
"0x3b749cc1574bd9c1bea096e08673dc6e679b5ab7","75.178242689271941233","No"
"0xda0bce000842d0fb299a6e8bb94b5205d2dd21cc","75.169944841940610218","No"
"0xba65fa48e95ba37f7a238b598d4a3e35a67489a7","75.145330792313650507","No"
"0xb7afac3f551fa6ebc2ef896c41ecfb18e35f1b01","75.102630206468230446","No"
"0x7c2da37142661602618fa17448766598470c0d7d","75.102197501361190428","No"
"0xa4baa355085f79ef2d5b4e97e1f6a22f50436abb","75.07","No"
"0xddb84b985c40db901998057ed4a580339e707acc","75.064590637150345711","No"
"0xff66dee530740d6569fdcee99765e1193040e95a","75.04804213","No"
"0xa91fc2797fe410b9583f1ed530f585fc3de93595","75.036347372907739496","No"
"0xa146516db477dbaa93e8730e386e6a35ca7c114b","75.0293","No"
"0x5f6d03c8dcc98d9742f24b9d6e252b7dfbfcba43","75.006893180567224543","No"
