"HolderAddress","Balance","PendingBalanceUpdate"
"0x3439b48e3889319502b720167f2055ca78a31899","12,559.1291","No"
"0x14173af98e6ee57ba96f73b7d8cfb5eabb7226cb","11,904.26","No"
"0xa7a60d04fc856fd42119e7e5f11e01ed8ff6af6d","11,598.97497","No"
"0xb76c61bece7da5bb72458af09afda55bf9cd7283","11,480.3781","No"
"0x7c6211fd412aa5837564e592495999dd5d81f12c","11,041.43145772999999947","No"
"0x44bdb19db1cd29d546597af7dc0549e7f6f9e480","10,939.789585896008168585","No"
"0xc923dac128960f4ac2a54fe4876739a7e365c210","10,796","No"
"0x120051a72966950b8ce12eb5496b5d1eeec1541b","10,357.724964631441007384","No"
"0xdd845c63702b8f652b3c99c1614bb881975ce859","10,340.95541352393612","No"
"0x9ba3560231e3e0ad7dde23106f5b98c72e30b468","10,326","No"
"0x986d23091b7d6899190982792057e226eff59a67","10,251","No"
"0x391bf6fdc433e8458cb67debd5874f677f4b4952","10,189.123140195284478205","No"
"0x480d8ceb5b1e121fe2ed2fb91435f539b42deea7","10,008.4616","No"
"0x5649cd52dd1e6b75cd5fb02c23be8a86e795aa07","10,000","No"
"0x62dc31686e6256d33b8cdd4acc41a04fa6452ff2","9,552.28983925685114701","No"
"0x1c05a0add3b45b6fda0767caa930c8a8e7bbe1cb","9,371.72689638383757992","No"
"0xf8d32153a671e93789c147b32d1431d510a0de1a","9,349.552066412496536086","No"
"0x6438ed12ce388f8f95412aa3d02d67ad183f947d","9,269.737068362801297","No"
"0xf436a7e6cbd2f6ff616d2512c0768319c5e9e83f","9,209.275481078898118318","No"
"0x3091751a6491eecceec5631457c0ef29973400b9","9,080","No"
"0x15cee8d0db30e183bc9921cccf39dcab7b8b8ec2","8,964.281234492444189796","No"
"0xde3c4dbe6f9ab0f36f12fd6be5a6d7ba3dc66287","8,941.993322702840359743","No"
"0xc106131290c86b5b54fa65741622d555b9fc2cf7","8,699.892866437275683074","No"
"0x6663be61ba2bd7af4337180c7ea2921d14b687ed","8,649.096057644587054391","No"
"0x360e051a25ca6decd2f0e91ea4c179a96c0e565e","8,571.281559030903757275","No"
"0x9cde23f1931935d7ed5a37e1a65dac5c2da582fb","8,561.734253141476487774","No"
"0x4c0f6003d27e453cda12b78b5fdda2e4b22221eb","8,537.420259621740036576","No"
"0xb85bd2a1d76586bb8f81494bfa061dfbf803b4db","8,391.885078254537188487","No"
"0x52b928033cd03ca55594dd28872aa8c36db99b33","8,286.2626","No"
"0xae9aa18723ee40084eae570d3bb8ad7733d66173","8,113.776279246300767862","No"
"0x748e75bc06ea5e18722a18e1373c6794f4969c45","8,105","No"
"0xd4b532aff9b138e1343a27c0a91c388a5ee6ba76","8,002.380244230259220576","No"
"0x02e756b48a9c2a6e4e738e2249313f8a1b717314","8,000.2727272728","No"
"0x873fbf2be84d5b91bdd7fcbb615bb0abec913c47","7,912.573354350644165791","No"
"0x2968ab55761b65f413804e3d0b2d542e29b9b34b","7,842.37700939","No"
"0x1b60e61a8470419094a1f8521ca80b7d49199469","7,823.252722282582811843","No"
"0x1123719be32d1cb054886a6444cd1885a4358158","7,809.032103715689945817","No"
"0x0bb3164a6d4e714e4f849834beecbd3ffc066d88","7,767.270482151783580576","No"
"0x4a5bb1c9347a0d4f7e06a29239162f03647d9232","7,730","No"
"0x565324513f3257603d4ea2b55ad91a2dc7199c34","7,526.0633","No"
"0x28bc921cf521431272248143668e49adb94b2f98","7,454.26909957","No"
"0x2740210d66a5fdea5c5465738ef83e8903b1bc44","7,388.22408","No"
"0x94acea2681bb12aaf5f8dff95e5e8e811c1143de","7,374.479149887286640096","No"
"0x29065a4c1f2f20d1e263930088890d6f49fe715a","7,362.744372","No"
"0x4e4be94266681284c2bb51e89a8074539d19e8d3","7,292.268045130354218814","No"
"0x7dc971b2cc3da7a9b683fd54bd3aee806a0f327e","7,287.06623041","No"
"0x268e0e438335e735d666cc292201358a960157f4","7,213.778","No"
"0xc660015a13e35de2c24263a40b896c2544918f1e","7,182.86","No"
"0x3c6ed28d1e46f98cf6b6f21853f5fd1b556f538b","7,120","No"
"0x81d417bb590a469911ac235e47c473c7bc03b029","7,007.87","No"
"0x7289d2f56d6f8edf300c1e86408b6f677083b1aa","6,899.1","No"
"0x4e8e29bd6a9ae4d5f39ffca47a9c68405fd653c8","6,855.096141587641817641","No"
"0xdc3b4530eb4aa475ca144ef2362dac63af777159","6,700","No"
"0x1461961cb68b81e70fac0a432f120bce1f4ca190","6,665.36","No"
"0x110d5209c85fab693addb2db442873fe3501641f","6,598.78808762","No"
"0x2f14ba2b39a7892fc84f3beb8e51250bb7126664","6,577.140769159360783176","No"
"0x1c6c2630dfedbfe181c239f455a869763f7a29e7","6,553.88240589","No"
"0x6e0a1ddad894e6466d405bb73377f0a257278d74","6,530","No"
"0xcf97c064cc54be2d32f4da81b080a7011959b122","6,530","No"
"0x1a33306bff6052b6e8875929bb52c4e39cb1e623","6,499.9999999999999997","No"
"0x269a7a8ac28ee2c3a245fdbd82809ff9a2d197a0","6,246.700000000000266037","No"
"0x8ab79d19e6b0a39d238c9c3da92ee720bff15fa3","6,000","No"
"0xde1b18c53bbfd8ac2a8719e0f5d03f82a4cbaffd","5,978.831937022877825716","No"
"0x46340b20830761efd32832a74d7169b29feb9758","5,927.33262584784909","No"
"0x1cd9ecd53328d098b522a71e4e1719d4fcb6a2ca","5,887.50838595","No"
"0xfe844ddd675e1a3865070cbc10b3a331b82e2eb1","5,883.57076433","No"
"0x0dfeaf6288bfa16bdca192822fd5c149b063c070","5,753.8531","No"
"0x50be13b54f3eebbe415d20250598d81280e56772","5,581.921895418054527344","No"
"0x167a9333bf582556f35bd4d16a7e80e191aa6476","5,580.8271398380330865","No"
"0x5ab957952ef63cddc998e5afe44ba9ed27289b3b","5,451.048452243453407944","No"
"0xd47af30d97c8287029c4aa7167d3ad42490e29f0","5,450.9402","No"
"0x497d922e002232ba5c79bed075c1485fcfe4673b","5,348.0492","No"
"0xa79087c2d4a9dc0dc54c138a4e7040bd49b504f7","5,158.781538003922291122","No"
"0x593f9eca5b3017f021db0769bac09523880c8e60","5,077.71504222","No"
"0x9f17203888dc74360c838bc906ce44d9f913e932","5,077.361306369064","No"
"0x0e852c23f03fc1e3fc7cec54d8184cd8a0c58998","5,050","No"
"0x16efa79798245378aa50ec23020a638a96439372","5,028.42","No"
"0xd87ad4dcdae01115397d8f449f643f8ba79aa800","5,017.01411978293749793","No"
"0xcf0303eecae747e466114cb07841b43bdc17315a","5,009.6","No"
"0xd56b5d244151350370650489ba28df9b584d37bd","5,001.3542","No"
"0xc078b0a89eb8228f3beffd4403509e699460eba5","5,000","No"
"0x939fa4d76a7948b248f7a5f99eeb8c4c49f0450f","5,000","No"
"0x26791567ac07abb987ed593453dfd7691625f1ac","4,936.909090909","No"
"0x5ecc877a6480d151575275ef233282167d07af1b","4,838.079081047442377339","No"
"0xa3222357a0eccf60c73606170be6c99adecb59b3","4,811.84326086247635","No"
"0x358962af727efe088d0a72a3b00e239964259e1c","4,783.315059482613702665","No"
"0x91d501b76116248f2cd3685d280702104f704185","4,603.00042741","No"
"0x309c542bf2b7f7dfce6afccd26ba4a66220b71f4","4,562.980480667285528571","No"
"0xc8a51f193c35edc394616ca00a782377017ab675","4,561.1108","No"
"0x7df7a77c48cfbdfbea6af5487097111452a3e6ca","4,502.28","No"
"0x5f48563ea97e34e4545aae0a70bd2545a089ee35","4,468.87031813","No"
"0xda5dd51a8869aa961b13a3fcae5ef5e2cd565bef","4,421.145094519064701738","No"
"0x406cbfc2d391bed42078138165465128b4e0cb06","4,299.351603619649376102","No"
"0x0885280a5e3068a876f4cb6cb21c170fb8c93134","4,273.591801230199227036","No"
"0xa0794473a19177d2192867a3a84e1dd97cac0d22","4,254.716490114006374083","No"
"0xb1c4382b927b953d4fac74b14cb1a54bf991408b","4,123.41263292","No"
"0x3051adf392679e50cd9b540fcf1720d1038310e1","4,110.96524756786999834","No"
"0x6d17b3f12059eb2ee0b1dccc79dad77bcba870dc","4,110.247861080530896003","No"
"0x80787af194c33b74a811f5e5c549316269d7ee1a","4,053.32213922000001618","No"
"0x996ddeedea6912d8ba65555c71c289d97115b301","4,052.561963119025968319","No"
"0x6d9a4667e14783282517d0e3ebecf29da808c6de","4,000.878169512654195885","No"
"0x35a112903e8ac1368e92b26774fc6c46ec097eff","3,976.2627","No"
"0xde853f564bdec2c7f16d46b6125a443ba730671e","3,975.47724868","No"
"0x26d565bab7be93cb5579a29e139afc81f8a10c76","3,935.671004231781796712","No"
"0x5b61366073b1c0261d9b04a3b7a3cf07e1925c37","3,930.804786005579685819","No"
"0x2fd68108d403213f69c46502e14286a9c88863cb","3,796.86","No"
"0xa03400e098f4421b34a3a44a1b4e571419517687","3,781.636248614032563965","No"
"0x0e6b9cb52720668a66ffe8c7ea58fad6b9a95af3","3,765.7186","No"
"0xc0bf98352ce9b1778b0127ccf5399471527cece3","3,663.1053684","No"
"0x7d6386372fbf3c5df357541e5df5ef319f5b736d","3,650","No"
"0xf3c046fe4e29c9b01d71db9a7e576bccda6d4833","3,635","No"
"0x57b4cdb513d257e729f606f90ee5646cf46fae52","3,610","No"
"0x855e188fcb43b6b472440ff703e01553175fc884","3,585.19450639","No"
"0x58a905870fa0ac51a34c3122ac864cd923d0e721","3,579.927655894365451367","No"
"0xfe0b7e3d14e8969f2daf5ad263596cedfcd20293","3,558.7253","No"
"0x1704987ae7e0f305ef9f82f9b8608de2a85aca5c","3,549.732488540687724203","No"
"0x4a2be53516f33304b3b88f848ea819f70a5cb67c","3,505.2","No"
"0x5e3158b3e477eea1c9f4e555d6a0134696bab0a3","3,500","No"
"0x85ce92457ba65287bba825aa1790326f06077397","3,460.497447880444575962","No"
"0xb7f5ead793868cea7c532da68b266c10fa71453c","3,425.7767","No"
"0x99bb0b7c615ea46397f541778a41f1a0c04afeb1","3,399.598382184770663387","No"
"0x24f1d2b31d30b9dc64ca6383dcbf364a917d716b","3,397.731815199420915267","No"
"0xf6765af7f060033809bd60bbf4da73dee52d6027","3,387.176301306543547669","No"
"0x137e49ee99eab7e7b42a37d550865fcff8c2c775","3,334.73943606","No"
"0x6f9b13c16a9b0afce0fe43d2737deb604c4442d1","3,302.42","No"
"0xa7377f72df32b3ce72d623f3efa2c3347464af65","3,274.817","No"
"0xafa247606aafea28b467db3d8e07faf0f12df6c1","3,262.778222801846372779","No"
"0xeecec4c55c5c03d436ef751206761030cbe0f519","3,209.550636948308293028","No"
"0x41e4bd91c3e0000ca565749100ff81f559fe6358","3,197.59359461119269724","No"
"0xe7800650df8329b8edbcaafb4685a4d9c324d8be","3,195.024285871241191527","No"
"0xada5776200924a1c74a6f7aac0191210f6cbde4f","3,096.00313797479908428","No"
"0x52941d8cb248bd71018b98b88075f493aca2798f","3,041.07356102999992832","No"
"0xf60f587d07e52ba306a9c4a75d35a752bfa3a922","3,040.809823724031962613","No"
"0x81caac0dffbcb176cbeb90cd7ad69dcad987034d","3,000.549282830226431889","No"
"0xa57e77e5d75e3e62e896797ab98993409aaaac66","2,988.000000575717679194","No"
"0x94b2c9278bd74593f932505944f4fcfe676f5e3a","2,973.6","No"
"0x8fca4ade3a517133ff23ca55cdaea29c78c990b8","2,964.22415817","No"
"0xbc7cdcfba8328c6d8db2a50296a10d142f13843b","2,942.19258603","No"
"0x2e27ad425fac3b8a25388bb59d086dcc70a3bb8a","2,928.900153124550186468","No"
"0xe008464f754e85e37bca41cce3fbd49340950b29","2,914.985024847506764955","No"
"0x739c6a2588b29ad2d5ab5633aaa2d102ee00dc5d","2,899.749101563039444979","No"
"0xaa364c1a348f9517009207a1601e0a73c1cd530b","2,878.1430649203382186","No"
"0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","2,846.467534895818774046","No"
"0xb800fef76dadbf90cae789c4a49590de8e0b1c4d","2,845.636311898673085959","No"
"0x29420db52aa14f02557d08e2cee2d3fe3e80cbea","2,798.282679827981690847","No"
"0x6d03769720335fb8a3abd64e39919d43cadcdb2a","2,753.511871397805405541","No"
"0xa63523cd6f85e56d0ff49fc209964edb3834362f","2,741.095890410958903934","No"
"0x8183d16811395276cc45bad1ef4eb8b359247352","2,729","No"
"0x18c54ea0251e9507efbf8fcbe886704ea162838e","2,728.934704827710347392","No"
"0xf01b0611b6bdfb87e6790f8e4193027f7127f55d","2,728.071030674499869175","No"
"0x0eafb94ccc7cea4d66cca45697bc2f98aa6081bd","2,725.86594","No"
"0x62ebaab7534836c992b3638b3c5ce257e7190b99","2,703.373235220114794644","No"
"0xa8f9c1dc37fc800c251c4780961794771b08621a","2,699.560627367794216206","No"
"0x028a2c4fba00a5c40a0b90bc99d20521ebe5fdff","2,698.904109589041095875","No"
"0xb939304eb2b93c9c95150f816a7c9d0958f0fb5a","2,697.332671476224394926","No"
"0xc8e3a3deb78a2edede55ddc4fe635ddc4fcd160b","2,695.128752463071013263","No"
"0x515e15379381ce9912d926e3e9b280cc0179b9a0","2,674.46","No"
"0xcdac576fa346c3febe08b4f1637920b5d1f660a4","2,586.4427","No"
"0xda66f1ca4a6e650ec171f69bb654af61bf7e3803","2,570.436816405544121108","No"
"0x5a9085d7d219b39fa3aa63284b9efda90b5c5b8d","2,552.871457304600692885","No"
"0xc985dd35fedb5e08b0fed1cdd6027ce5118d27d4","2,512.830111456884198555","No"
"0x3e99de31d396350961a072ba23d957926ed6af32","2,500.8107687","No"
"0x9b2f209d4246135cf4fcb798803315d8c693d459","2,500.21725743","No"
"0x285dd7ffd0fca118a2591db743cb78b505814ddb","2,500","No"
"0x7ba066c237becdefa897da7a152e81dbbcfc487a","2,497.9","No"
"0xd1444afbe983a0d389f2902e27d2c7f9e8146be8","2,496.765098338799478435","No"
"0x9c7cb6563c8bd9956df9fbe4207b45d286397e10","2,494.45372102392125021","No"
"0x5e8304b5600cccba6d6292c6687ac9ead0ec6288","2,483.6","No"
"0x775217bd869962920be6afd58b98fa45d2eff4b8","2,481.31496037","No"
"0x36a26a0cd97c1f0c05f89a945a4fde58affbaa61","2,476.738","No"
"0x19ae3a12d71b9005cdf51410aa5ed44eeb84005e","2,472.24666667001195732","No"
"0x6cd23b14e642f631648e89a90c8dd43d320f44b0","2,466","No"
"0x3d2ee13ab157c0e2a70b03c7330941395266b49c","2,458.53643287","No"
"0xea1c92d76387113993213802e9616d8596daeb86","2,426.223789199999983776","No"
"0x0c387f788d256258453fb32d8bb91d3e1569e1e8","2,395.70253695","No"
"0xbc7bf24e8c2a6aec296f7c70ae60e8f7f95fe1a0","2,391.97359313163723989","No"
"0x380b7308bb8fbb4e7e235c2216898907b49d3f6a","2,385.55753061437748","No"
"0x3771650789dcfa6b99172394a9445a3e766d23bc","2,379.22673421","No"
"0x2d94608770bb8c75dff0698113b3177dc570b882","2,362.805108399827222254","No"
"0x29b9f72c2314941b340e62ab12f1a2f97e76e340","2,338.29776810515044731","No"
"0xcdbbf3d4168712274bed2d167ae17d7f454e53af","2,333.7823","No"
"0x433c7cb3014339943026aa0c549fddaf87cc8a13","2,301.774028357146985875","No"
"0x4f6583e78dcf1b65d8649954a2fc30807486c37d","2,298.353024776772579328","No"
"0x19796cdee4b4eeffe8020787c9ed20a1738a3ff4","2,289.168951557470325149","No"
"0x90a23a6245c2fa4387fe49145fbfe6dc74796942","2,281.46","No"
"0x7bdf68638ce5b8edbfbc36e8a744bacbeaa41319","2,280.854239907049792935","No"
"0x2b7cc7c291522ade6c78f77c96088072d02317ef","2,272.933506542576882205","No"
"0xde5f44d24d2d5300171a2b0188a0f785b051e965","2,272.505672926776387272","No"
"0x2813e92a2caaeed0c6c6b87ea32535d8e0041a76","2,257.061932908425341174","No"
"0x12872932f1ef5ce0bbb5deb11eb65d52f76cb680","2,257.027310436215843917","No"
"0x870367f6713e91bcca5eb6e695d4b5ddc798d3cc","2,248.047196434217448661","No"
"0x8782163068c7cd74d2510768a61135c1e4eb07b3","2,232.18","No"
"0x259f35530902c36f15fbbbe05815da0ed93aceb5","2,230.77","No"
"0x8317cc033bd68f4eff99e19ea58ef304eb7ffab5","2,206.900992735958382682","No"
"0x64800ea5dcb1f84acc840a3b4ae7f556143ef4c5","2,201.245369","No"
"0xec9e5853c5acbb481cbdda64c45f8cd88b891d45","2,186.031401832015124062","No"
"0xdc4c0a045dde8fe50c090dcdca0059d6146e4527","2,135","No"
"0x03f677ea492b514e1cb3dcbf1c058e9d6f831f30","2,121.894859243854581059","No"
"0x5a4a77c0a8e27888e1e57669586f488d52c9b6d3","2,110.43025642","No"
"0x9195aea3442391314b9113b7fda6e6d0a4aab66d","2,106.869011524187852989","No"
"0x6aa070b06a8723d720bdf90bf7ce27fdf7a6aa78","2,087.140291529386817676","No"
"0x0c81f3dfc12b01ab41c167543dd4459eb96a67be","2,060","No"
"0xe852b2c1d40327fdacda7780d967b96c8e248b1e","2,047.945205479452054634","No"
"0xc06147ca054ed24db6bab3ddd552c892fd1710e8","2,045.7035","No"
"0x4ed6cf63bd9c009d247ee51224fc1c7041f517f1","2,029.47314","No"
"0x9249aede38762be4a028ed87f1b9b9a27f1ad648","2,017.988133000031599806","No"
"0x4b874fb79235c707cf652965645c8025439d4f18","2,011.4274","No"
"0xb1f7348055dc42e7e73baef09450bb22a0452ff9","2,010.7682","No"
"0x047f6cf691b62da187940c2325506d45db481ef0","2,003.10346124569307764","No"
"0x18f1bc3e92acb8178e0946edf6dc28b24a94c38b","2,002.85","No"
"0xa9417e83917206a3a03d8b198480b7fa46336ded","2,002.83082762138037507","No"
"0x338e431215745f17da94e3cd3c1135d5f7b1b948","2,001.4756","No"
"0xa2f79e093429b4e57ca8d0e732aaefff461f62ae","2,001.250648643852204493","No"
"0xb54b88cec599b831a1f1e5bdebc7255d0e778c2a","2,000.999999999999998499","No"
"0xa592111eb991b5997929430672d8f75925121a25","2,000.405176992785454285","No"
