"HolderAddress","BalanceInETH","Timeframe"
0x15a6b9e5be4e027ee894e3d1a52bc777385a6410,94.0,31 to 90 days
0xffe81861328cd7fbcd05b754d1956d4938573142,93.944999063428743168,Up to 30 days
0xfc9d8188758f737d5f174a4fa4d97755e705d53c,93.91321843262390272,Over 360 days
0xc0d8786bcf4693686f026db64179558ec722213f,93.875622866295537664,Over 360 days
0x08ee29faf0985bd8706ab41b6c390ad79fd7805b,93.872359859464470528,Over 360 days
0x646420b02852e2f839584ee08e43e99ddb04d48e,93.8624,Over 360 days
0x4142fa640c9a9a0ff13bb639a4de7e74a36076d5,93.858609999999991808,Up to 30 days
0x221743ff0d37bcaea2229307700432ca2c2e45be,93.828942499114663936,Over 360 days
0x07e968eb48c1e195a473be7ddbd801f454c74f5c,93.818014073041371136,Over 360 days
0xb67ee93f6ae062995a7bed023548524f32946584,93.812879153516593152,Over 360 days
0x613b75a7885c2e7597f1aced89060f2c507794c5,93.79515424,Over 360 days
0xec0e7a7bca2be8be052210deaf3dab483269eeb6,93.756120013170147328,Over 360 days
0x80f73f5296e994f5506e6d49284712ea26271cac,93.74772618556637184,31 to 90 days
0x149657afb26239d5025d529b6acf198c31e40b43,93.71142684248621056,31 to 90 days
0xcd906941ef358500c2b46cb17c17073737b7bf14,93.7,Over 360 days
0x95807cf0d8812b89c87fe76fe92cb4060097ec75,93.6864624537628672,Over 360 days
0xeae7d0496a5f6b2b815a59c93ee0c34efeb22bfe,93.677806117609947136,181 to 360 days
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,93.618921250570387456,91 to 180 days
0xa836533043b7e307e84c3f431ec0f784bcf00003,93.61,Over 360 days
0x3b4865eef55847285c24f1a92bc9c81fbcf66f23,93.583408830065246208,Up to 30 days
0xcacc6b150d999849c9e3e3eeaeada608480c1a22,93.557922930000003072,31 to 90 days
0xffc93ba092d2e0afa4384f06b02e4ace63fe2546,93.514744465520820224,181 to 360 days
0x80c8d3a3af9e2b68feeb9f92785595b026d4d8fc,93.429307322261078016,Over 360 days
0x89b11b2d6cc82c52be127183129ec0bf2af9d12e,93.356009964131172352,181 to 360 days
0xf30d83bc83b8750702902e6344f423cb6e64014d,93.29113332480499712,Up to 30 days
0xa9ec555cc6edfe620f2203cc9010ccb03d8ee4b1,93.2873,181 to 360 days
0x15b77a6593dce3cc6f122be0bcba92a4e5d2633d,93.286735555638329344,Over 360 days
0x974026e01660d11b5b5f08394806b619702ac35c,93.286468795844083712,181 to 360 days
0x3f1c684311075eaa128798acc803628fdf0e52e7,93.272698064295460864,Over 360 days
0xf411bb8c593463858c3746be2ace5e86f1ee3a3b,93.246860135412154368,Over 360 days
0x5532c4f3d6555459a8efb6d028e7a1e20a9272d6,93.181902120967798784,Over 360 days
0x1891629bf4a7bbf42030ec9252b0ed47d966a337,93.15411696,Over 360 days
0x0e170377477b4e46718278099c713e1957290851,93.118169355094573056,Over 360 days
0x32ecd79c70bd200ec05b14f9ca4d6ace5f63616d,93.113274854814646272,Over 360 days
0xee1474376af98cba403d573852bc300860dc9be5,93.11,31 to 90 days
0x79cc63ba5780c735b148cd29162484a2b047a4c3,93.048206548941275136,Over 360 days
0x2ab0452cc346b36c409db041e07501a7cf390e06,93.037622672656007168,Over 360 days
0x8baa1cca2e2a8f7c9a61e4bab12ba2740552ed66,93.027907040963526656,31 to 90 days
0x9fbd97f3faae4627236725045f493ad5289b8022,93.022124868415766528,181 to 360 days
0xc348f6c5378526431d28ec0287bca8880252000b,92.9884,Over 360 days
0x52207ae490cc6b127d4bff79a2158a569c4f0e33,92.963,Up to 30 days
0xc147deebfe852b23c7c58434c435d9f6b0cb90ed,92.9568696751607808,Over 360 days
0x908bf76c7a3b5396a4c8c6241f5daf11e73c49b4,92.8734,91 to 180 days
0x417c45ffb13bb379fcd959f346fa8bb9f133622b,92.8648504593309696,Over 360 days
0x07962c2d6494e6240b64f048d0dcdae4eae9981d,92.821291393887485952,91 to 180 days
0x695bb802f32f7531af7a0cfb4011b55869e3ab16,92.79618632569151488,181 to 360 days
0xce9e11645004a925dee8d9aaf706903bbf0aed22,92.78,Over 360 days
0x9740ec98b1b44ab16b0aaa13484e392d18e8a581,92.740649081180667904,31 to 90 days
0xdd87edacfeb39d38ac20a3eb38b965eea7cd6a45,92.691732802338865152,Over 360 days
0x51743dd1625656ef922fd9311ec57047190a7238,92.67931071999762432,Over 360 days
0x1c1db3f923321b91360418d0c1b06746d43a1f81,92.666463812925554688,91 to 180 days
0xd49c26c5678db7382da9db765a0b396912b3edcb,92.560462528622575616,Over 360 days
0xb4c56aefe57c103766002d156fc8ee1fc8855861,92.539885250220539904,31 to 90 days
0x8f47e058cba3c16777efdb42e77f68bf3f724b1a,92.470028083249184768,181 to 360 days
0x228fb2db643ef9156a51b4da421d1de527bab03c,92.3854459363504128,91 to 180 days
0x2603273b3ecb43a867e0a779602bb2eba0c265fa,92.34658312198447104,Over 360 days
0x8d577cb8964e65260bcd53011da31ae0215f1efa,92.278625000000012288,Up to 30 days
0xba87af3ae788b0e97536592f49d8e2824c011553,92.27785009751048192,Up to 30 days
0x6ad52cc6ccbd0fefb4d44afed1454b61075a89fe,92.269482418567692288,Over 360 days
0xdfc7af69474376c10a0eb02f4a90a9fd60fc8f0d,92.1965,181 to 360 days
0x30d56f752616ff69f58c264a5f412333dec9bc65,92.047464173749813248,Over 360 days
0xecec68840158d368431b92d3a4c42979d1e468fe,92.039274119999995904,31 to 90 days
0x1b0a2e26834b4616907a8ef47ca4fcfc3345f574,92.028488530000003072,Over 360 days
0xbb3f04ea632297eb75878010c564a0d80fec2af1,92.000407153428774912,91 to 180 days
0x1363755c87415d456694e6edefe31cbea46bf844,92.0,31 to 90 days
0x9c3e7d006a7657e836b1d4ff4d1666339c98f02e,92.0,181 to 360 days
0xbea802b2edd625d619de796fccd75b1e2670b2cf,91.818196624064380928,Over 360 days
0x2027a74bd2026445bac1cf4d28205443eab9a639,91.790493896721924096,Over 360 days
0x57ea9cf2d0901a45eaef4658024f9f9100cadff7,91.719703181421215744,31 to 90 days
0xde9a18539639b0a9dadeed778f194da6a697512e,91.68860631085907968,31 to 90 days
0x7b0f369773b0897314adac74c6e97a5ccdaecb40,91.682569575573602304,91 to 180 days
0x019e5352c876d2b0f67a4490c10c475f314d0d7d,91.564754590915411968,181 to 360 days
0xf4273774f6d584d6be3d4de36555a7b53e4c382c,91.5567,Up to 30 days
0xee2d6cca4dbc34693534f5222f43be344eb3ea00,91.500091609999998976,Over 360 days
0xeb0aee16373685038a1ccb54219e8cd6b1a3f4cd,91.443644990836785152,Up to 30 days
0x830aaffc7e7b1e6082c7d735d95255fb129f9e56,91.393982666472439808,Over 360 days
0x7151f51e62c0a844c12756981fde8b22fe2d4968,91.364311025107058688,91 to 180 days
0xb9aa21344938c332be5e282f1b1cc07322741fa8,91.305212394649452544,91 to 180 days
0x1725d9790879602faeb71117785683559492e29a,91.28044320971333632,Up to 30 days
0x754a2aa0e5afe96d056355903f46ebec8a19e280,91.273224696270159872,91 to 180 days
0x22b1b028fa6e825f19a9af54596c5c90d0100897,91.193587195190411264,Over 360 days
0x513686a9689922391004693169a1df2f745ec027,91.167326368603275264,Over 360 days
0xab18913e732754d2977348f2c824f6bc32b216e4,91.123615308959350784,Up to 30 days
0x5bf1b4bcd554ddae1a314993fb9e569f0812e0b0,91.002547801204965376,Over 360 days
0x89e07b9875f406350658213e6a9a3275fea06a18,91.0,Over 360 days
0xdb5adf8edc8c447f3d3d9f85c59313c71c71b4ca,90.999397810000003072,Over 360 days
0xc922996ad21e70e79616c138e0063669c942c633,90.959452882794381312,Over 360 days
0x0bde0ba3c4176a86079b9f47ee2fe4be267f610e,90.959452882794381312,Over 360 days
0x75ef85735d4c18620932c3a707ebd5c22e656368,90.959452882794381312,Over 360 days
0xfa65ac04c0dcdec594ae9193590b8702e33fde2d,90.959452882794381312,Over 360 days
0x7746698e8da8edead8f2415d1e5efa80c3479382,90.959452882794381312,Over 360 days
0x1de9028d49d0adeade66e0db59c129a1de71b826,90.782548005571575808,Over 360 days
0x69aa1c2310def033c5e39119557a647f31a33473,90.711480796741042176,Over 360 days
0xb24864c391f454cfc6135e4d93814c420eab797d,90.702195618118320128,91 to 180 days
0x46c9298e41a59ed060e745eb6f3fe998e6451fa8,90.685176140000002048,31 to 90 days
0xadfaa4ee1b4349e5c1c509349513e5a3f0411209,90.678129159999995904,Over 360 days
0x3f8ee385497debb950b8ba42edb6f4eb7936f66f,90.532287463289176064,Over 360 days
0xa167d20fab9a39f5d39c4823a1352995f122485a,90.491259439999991808,Over 360 days
0x604f60a122a897b33601f30f29273c92ceee114d,90.486506815690539008,Over 360 days
0x07d735976dd914f16859dea81f96e5a8a3febc28,90.478679781413289984,91 to 180 days
0xbd0fd1684fa5199508f6dc07279b2d555556158f,90.438806990690615296,91 to 180 days
0x5061ea9ee5be4c9d57440d1b0d14dab0da2bb363,90.391229546262970368,Over 360 days
0x8d5e87f57595ebb531139484601536ff500baf2c,90.342173056052559872,Up to 30 days
0xcdadb44f49b02964532201de95b211756e096bd1,90.2947,Over 360 days
0xa62329968ec95b04b8cbc417b7be5c8d042b434c,90.246137863215104,181 to 360 days
0x7eaed1db288f0eb712edf612d3cc2b9725e4dcb5,90.238466003418988544,Over 360 days
0x067564a9ad88b8ef58d690b55bbad74d6fc039e4,90.212992206293876736,Over 360 days
0x2cb415fc38b2eb4428984bcc191433768390379c,90.101,Over 360 days
0x342f66aba67456222a970225abae442e4f62f83d,90.044581667054927872,Over 360 days
0x55b4317f0ac35d24ffa2854340c29d4d1d9bf9b3,90.025886682535067648,Over 360 days
0x062c87306e07c3589f60c20b8c62a5b7042c0ae6,90.020473108465876992,Over 360 days
0x0b93a496bddfa4d45a7567dd2a5c86fce0384b34,90.0,181 to 360 days
0x7e3794631f4743d2ecee66c6d7637d86415b47f3,90.0,31 to 90 days
0x5e85e86f136e1fb41a80d29240f7da899c618bb9,90.0,181 to 360 days
0x6c2c1d54a36871fecafd10af9d6e032edbeeb8c3,90.0,Over 360 days
0x6ca7a4aa9ad3fba926710acd8881ab2d567f9fc0,90.0,181 to 360 days
0x2640d2deba87516196d1e057ae2166edf98ba28c,90.0,Up to 30 days
0xd285e300196a7c85a8a07be234b419903e7718c5,90.0,Up to 30 days
0x2af3a6c1938be4952e8d14cfcf7b2f7d909afb20,90.0,91 to 180 days
0xdb3742315c2d7fa5d10c44253509f8409e5845f8,89.9952,Over 360 days
0x190f04fb14ac9d5deb026d9728f688acff927a8b,89.979769990000001024,91 to 180 days
0x1a65e93ea7dc4e91ea64db21535a5ae310eba803,89.963896762841874432,Over 360 days
0x15466dfe0d34d7e140ce383e378541ecf1191bf4,89.9452541492928512,Over 360 days
0xe9b90a524fad4c093b9cc0a043b24d4a4e127aa8,89.931953689232310272,91 to 180 days
0x1a79e007f203f775add6788679383d14bc1d20bd,89.920865483130421248,Over 360 days
0xe2c88c80454a8c1db313e635e8bce8c120329beb,89.84923446229041152,Over 360 days
0x1c3515927c42d5ce7e47771e4e938bce411e1bce,89.80680198455181312,Over 360 days
0x0a009656b9abc42919beb6e58ba3a4ece5a89004,89.77404736,181 to 360 days
0xb0e24f33249c4f85ef1df3e2773ac94b0e637a00,89.709237256189427712,91 to 180 days
0x7c68d87a50ae6478ba0aeb4b613ac4534e79087a,89.684226252918784,31 to 90 days
0xe10dd194c1598e53650fbbd93831c5d0bd14648d,89.581559221622276096,91 to 180 days
0x015a31622f74285ac64fbdfb71c294de2859af17,89.569038000000008192,31 to 90 days
0x188231012bbd1f1502f812a13d9bad5808d776e7,89.374693408988971008,Over 360 days
0x6e5c1b56d28170a229b62f9237dda0c3c4f8a9b9,89.348525454681980928,31 to 90 days
0xf67e2f2540317723b090acc406b1951a70db79ea,89.271498846402756608,Over 360 days
0x4cc245c1d3fb5930c05339dd089bda43cdd9c7e0,89.239260794462715904,Over 360 days
0x5e18e00859141a9e5a55c0cee9ac0b4e5b967589,89.215013139999997952,91 to 180 days
0x1aa891197e77e53db069d2e8e5123ec202d11318,89.094753939999997952,Up to 30 days
0x303787a39948b3638bdcb0d8eb306f419b11cdd0,89.066717016803229696,Over 360 days
0x7d1133a89328675a9852c8c19c9adefc3c5d9a44,89.033176051806994432,Over 360 days
0xd9ed3a5dbfdc689895e904c94fe68af14d33c716,89.02341907454025728,Over 360 days
0x77285508c8c55055c3638325eedee10ca60a9a66,89.01817715876274176,Over 360 days
0x95a75ac23f9abdd5046fcdb9ccc2897239c099c2,89.000000000000016384,Over 360 days
0x2699cb02c1ef7397cf6bcb98e1fe2ebc6dc4cec9,88.894272934419054592,Up to 30 days
0xada3f8551df5bb07bebcb810137dc4c11009f9be,88.878137175656185856,Over 360 days
0xcc69a3fe3c592fbcd41383ce1af6487d28f45be2,88.871976365965754368,31 to 90 days
0xe3ed87d7e877f2e0d88411d110ef096e70c6336b,88.870597565636968448,Over 360 days
0x645d13cdf0052778185dfab1ee8403989dece9d0,88.835904670055448576,91 to 180 days
0xf0c5b3829b6653cda49e192a2ea1fd8bda40d929,88.73288224563380224,Over 360 days
0x540d4b022c721cc635b55f4be3dec70fdb3db701,88.730501644913475584,Over 360 days
0x8fc44fec6d78a474bda0d74ab3c31b4498761c8c,88.655610770000003072,91 to 180 days
0xc5e19b7e31367f9667b5914ae373653790d840a1,88.620813068357844992,181 to 360 days
0xc56aa8addc66dce3275229ac4f962e8d13f7c735,88.5945695850049536,Over 360 days
0x6b7e8bc580c6e84c4b13f4529a7fd7910d265914,88.555543291647148032,Over 360 days
0xae08c846422d48eff81da9eb413ecd5fa2cb2964,88.51,Up to 30 days
0x4d747a749b35a1df866dabc79615d3ac33793ad9,88.5,Over 360 days
0x28302b7ac721452e20704575c844692f76336428,88.494877999999991808,Over 360 days
0x71e77127379f20edacde576eaf6f3188963814ad,88.46332878763343872,91 to 180 days
0x3d5c3cdf083107f5e9b093e2d977c6d285692aec,88.450471265664319488,91 to 180 days
0x3bf0738ead36e12ebd8e899fd0557081828a7680,88.431735193806503936,31 to 90 days
0xada4730223ef1ed32f8d6910ed3e23ae0b79bfae,88.40140075005755392,91 to 180 days
0xd7447a70bb091993115910d99063e010271d7759,88.377577999999991808,181 to 360 days
0xa7ece3c1fffa3637ae7c4a5c4824ee68c974976e,88.35732478523244544,Over 360 days
0x3e7c97519c055539d99c0d80d2c4e1a94b1e7152,88.324929916345696256,Over 360 days
0xd2d17a66fde168b0c952c7d2991e114e5453d830,88.31270064329007104,Over 360 days
0x53698d419fa5cb495f189510d8233d2907e51cd7,88.304069999999991808,31 to 90 days
0xadc5094f0e08db4b7faba0e744f4bba78e213b16,88.255139173610651648,Over 360 days
0x07d3b4fa4114caee39b3d8294a2fb930ed34d824,88.117360966950273024,91 to 180 days
0x4b74aaf5b7f7a5945a60d042aa87b69f49c3192c,88.111060065834237952,31 to 90 days
0xb7eafebfd7522aec690f19a6204142a06b71bd2b,88.1026832,181 to 360 days
0x6e6977ef105faf9a19015622b59aa7caaed2b3c4,88.093106524910403584,181 to 360 days
0x17753efdda5b1ee616955e5f6891e755c778a132,88.083855887735406592,Up to 30 days
0x976b2bf346091e9b1afec8ef97eba7e8dd2ae440,88.04442831466938368,Over 360 days
0x98515507c070375286efa2eabe67d8ba931a4bcf,88.044229608710701056,91 to 180 days
0xaeae2dc325bdbee6effd2f41ed260568070e1e2a,88.02768073999998976,31 to 90 days
0xabd18df4e5d2e4de9bfa5f9899b79bbfa3bf91bf,88.0099,Over 360 days
0x6e3fbbfb257b8bb0f78ae7dc0c10c32024caa8dd,88.0,31 to 90 days
0x58ee5c801926f510930856bb0e5c3120191fb95c,88.0,Over 360 days
0x4a88bd44583501408d1130a96e613d38fdefa62e,87.98188016,181 to 360 days
0x98778bb80ec89a5b6c022db30eb097fb5603eff1,87.893116572834578432,Over 360 days
0x6e75a183809bb1aec7dcf7c524cb5a37cf98ca5f,87.870554256111796224,Over 360 days
0x66c4f4f08c971bd7a8c39f29dd1c9c2d96377f47,87.799610000000008192,Over 360 days
0xfc639b4758e93d4e359d7ce9191d95177c229739,87.741221549917831168,31 to 90 days
0x9707297d567da01ecec7eae37e0e052f318547c8,87.69842476999999488,Over 360 days
0xc8964cb6d83b56a20fc2427142ed156357877f35,87.68,Over 360 days
0x0c533aa6d649bc63f96b1c7b03534e353a06f12d,87.612541376033554432,Over 360 days
0x61fadd9c1a18710592e1bf3a4f04907b145417ea,87.517868427747459072,31 to 90 days
0x2e9a7b29c308d62a08748c3d6ddd5e1fa46b696c,87.471,Up to 30 days
0x93f6fb733520b2c3b97d96c6cc82c5e8c5e49fe8,87.352356497269735424,Up to 30 days
0x77a6ba866de1b823003983f807f314e06764bf5e,87.24859248037486592,181 to 360 days
0x9475761771bf2c78d370f55a6485139abd8740b0,87.239765531041366016,31 to 90 days
0xf6d911df05951b4d0662f11630649290e96c8e2a,87.183345710162952192,181 to 360 days
0x8642b0af78be34da22d0ffb5747fd92cfa07499b,87.179208375933796352,Up to 30 days
0xeea04cfac7a8805569f86179480a2d9de03799d4,87.132158462205673472,Over 360 days
0x174eb59bf85751bba4cd293b061a6ade28b0d381,87.0927,91 to 180 days
0xecd1ed4efe757a0bb0125bb7bba55e23b439c3f3,87.031342380746752,91 to 180 days
0x09ceed3dacd605db7c3eeafcabca5015165a6ea4,87.0,181 to 360 days
0x7d3f87141b3ffd356a2e75323185bf2c7ece6679,86.980384599999987712,31 to 90 days
0x0dc620b1419778177f302564f8001dc582284167,86.9775,31 to 90 days
0x35926933918d4db9db5310e526ae4192fcadfe67,86.951278403036413952,31 to 90 days
0x69b6847f23c638cf04afbacea8c86a0646f1fd78,86.94155019683381248,31 to 90 days
0xa1d43f86f31d681b1663beeac2bed609fe2bde0a,86.934889819002044416,91 to 180 days
0xc6eebc4809cbc94cf323259fba27aa8e2fa991d1,86.895508700719546368,31 to 90 days
0x2940c09d122539f9f4ac9735d770c1f372f38f00,86.874883466500931584,181 to 360 days
0x99bf424a687f0130dcce44081f736f36389e4d95,86.810625999999991808,Over 360 days
0x6c1357f75a9c7fff7fe9f910f14cea4ce464a400,86.7576,Over 360 days
0x5000178b84dc4ba74b5979aaaf2d8f66c8d3b52f,86.75522944613392384,Over 360 days
0xe0f07a1d0a02742b93de87785b8ec0f20c4b3c8f,86.7477106752966656,Up to 30 days
0x9e43efeabdda1cda9ce7faa184c10d76ceab547a,86.72640950318637056,181 to 360 days
0xa482e49025fdeca629c09c92ee13ac32d318680d,86.65,Over 360 days
0xac5e1a9100bf8c35df281cb785371a2dec158533,86.639813670000001024,Up to 30 days
0xff6b82da45ad783d1480afcde8669165830efb12,86.6135,Up to 30 days
0x355fb5a49d1472af4a6bee43139e7b4c1844a332,86.567917340960636928,Over 360 days
0x83cd5364141a20deca321f040f694570e4ac5303,86.560371260591357952,Over 360 days
0x48896b5cf7f73f569b16048c7504c884c3ac9d6f,86.540390861203652608,Over 360 days
0xfae16fd08e04ab41ffac988ca1a2d639250e83d8,86.5,Over 360 days
0xbcc2ef254b98e29ce19b4b74ff87ce0e63f918b3,86.496,181 to 360 days
0x677321aa29a97bca09bbe542b416122e224021a2,86.45,Over 360 days
0x03b398f5cd6868011e1e64b16e83e1ad601b8161,86.420678483822116864,181 to 360 days
0xe0a5e5282d77fe84b09d5d0bbdbe3bd6ef6bf234,86.420678483822116864,Over 360 days
0x5d68fe5db61d9665be97a64bae7168b735cb8fba,86.3936907820834816,Over 360 days
0x4bcdfc10bc2d834db9e21d9de18302866abe86e5,86.369905560000004096,Over 360 days
0x68c83df77285309dcd18999df14d38b7084dec8c,86.160212196927438848,Up to 30 days
0x1cf32a7fccf9ccff6aca2b6d5f36e66af8b2c97b,86.135068479337005056,181 to 360 days
0x47ead81432cb17f4a5ac5686edf9da1820d219d9,86.104042598683967488,Over 360 days
0x2a19417c7b935be7263a147b0bb265b61371d424,86.0,Over 360 days
0xca73720355b7a26c4d29baabd7faf4b122bd8c33,85.959358833988141056,31 to 90 days
0xda8cd8c21740595b1e03982d134d766c0d01ac8c,85.9141,Over 360 days
0xba903443a19d9c80254b36cc2c8f01019e850d18,85.913248,91 to 180 days
0x1d52e35992c0eced3c23aad2b76b7e47a4e01b66,85.90392080754262016,Over 360 days
0x7723ef7cd142c4a3246ea84ddf9baf07dfc61854,85.903060293188993024,31 to 90 days
0x4cfd58cb3bf409a1539ccc48315f99e4c865e943,85.900027965484580864,Over 360 days
0xe261c54b324f25e90cd2d9bcfc62cb7ff2b95b92,85.780693779936509952,Over 360 days
0xaa2cddec43501994ef55d85f418f82d0fb42ed27,85.769139605766651904,91 to 180 days
0x45f6b48c58087f5cfbcc2ad4f37c1ad455081a7f,85.7688,181 to 360 days
0x80959a42c5cc5f883febf2a2e04d042fbeb88b2f,85.737970214142230528,Over 360 days
0xa1fd3324a13f82caf054ffe698309f772f0ec56f,85.732712662111141888,Over 360 days
0xa49ba4d4d3de39c6728c432a2396201ec9fae6af,85.731108,Over 360 days
0xb95ebcfe1534a8721af6e85f972e0bc3d70d11fc,85.701107530059644928,Over 360 days
0x12b3a6ea532371d0ccda548de6f7779a68d424b7,85.7,Over 360 days
0xd824f385ad5ed32af0eb980ddf2209add05939f4,85.686109339999993856,Up to 30 days
0x4789cfad8791ac1f873dffae1a6898352d861316,85.617584597440397312,31 to 90 days
0x253b15f008af8aa3dbfa13d56eb15968404130da,85.522932340288733184,Over 360 days
0xc88667eb72d01d3e563bb79ae08b79ffcad35ddc,85.5,Over 360 days
0x0381f5523e6aa7e142979bd83c1a02f316f0e8c1,85.339710928675291136,Up to 30 days
0xff5905d2a210845576708fc2e7a404c6c68fc224,85.325807889999986688,Up to 30 days
0x7c845f15d8d8cabaf083c1546f35a9f744e1ea2a,85.295004524789825536,181 to 360 days
0x1a6fcdc9217efb6300f665b57e9ecc459e458cd7,85.289197805187121152,Over 360 days
0xb9bd42545d0f6483fe143e23d85dec17bacd0df3,85.274916720050520064,181 to 360 days
0xd90f72f6c6d5d089f42c9d0e787e7e1d77f49b96,85.248819604204797952,Over 360 days
0x3a839a6b42bb03d8d91c7ecdc71a1df0129d0204,85.198593225764962304,31 to 90 days
0xa347e4adcff9b127a2bf86b0b441d207a70bf501,85.187443640000004096,181 to 360 days
0xe30e27bf29723b0808bd046f688ef279fdc1163b,85.16300300999999488,Up to 30 days
0x5f4237500a8adf075f2b99cb8b0b3768d5774356,85.151734534602145792,91 to 180 days
0xc56e2154b7ab2a0d80e8f3bc86d56cd15c257f9e,85.143971750000001024,91 to 180 days
0x6c340c3278c376d1daa48fcaad8ce6c597584b91,85.1422,91 to 180 days
0x59cb209d1946903e33c3b5a895be55ecbfe3f73a,85.070168808202665984,Over 360 days
0x4c6c0dfe1597db96579e4b475c0ed363844e4fe9,85.028825752400429056,181 to 360 days
0x6a2959ea9db84d812e167155d34ad59d198ddcaf,85.017,Over 360 days
0x8c221d9b95fa8473a5e50b35a252114556498ff2,85.016772589999996928,Over 360 days
0x62072fc5a40e0c5cabe0053bae2a010784ab90c0,85.00889518080212992,Over 360 days
0xf7a2499f714c21214036578be7ec5da39a6fa552,85.0,91 to 180 days
0x1f1c907d26da6cb5833bf0e47e5b7165a7dd3204,85.0,Over 360 days
0xa92dedc80badbb01ab6c18594e57ec6176e68574,85.0,31 to 90 days
0xf886ec719c61f63b1fdfb9b7fdad812d20dc17fa,85.0,Up to 30 days
0xc93f4b94823e806a5bda4517b77a55b20eac82a5,85.0,Over 360 days
0xe873618a077f8ffda058b06cd39d5450240a7d1f,85.0,181 to 360 days
0xcb40ff13cd95c1b6a730487ad50b74357a0f3e23,84.927413392785473536,91 to 180 days
0xb2883c5bcec9b7659eaa24f8841a33e1211fb905,84.92,31 to 90 days
0x58a55b48014e322c5fdc1c7ea8d70d2d5d4766dc,84.919950225018732544,Over 360 days
0x8c0d519e26e21fd044966974afa96a13782d727c,84.919683386699055104,31 to 90 days
0x889b79324e48826e76de228d07271acffa297ee0,84.8785,181 to 360 days
0x98274f43c5b685b08c38cf26b4e64ff20a3acab5,84.838464398888583168,Over 360 days
0x982a84e8615d43d829d935f92cec5d469b9f9260,84.8317,Over 360 days
0x842d8c9effdde8996bf7a9177cab68e68724d68b,84.75,Over 360 days
0x07b8241d745eb61dd7a9f4f6525cd06dad7c024f,84.747013839999991808,31 to 90 days
0xe3033536f8ce8c8f2a1dec1aa2ac63207b65f7d2,84.70220128771170304,Over 360 days
0x2dc9f89b21c2c3600b994156633fc358c3de7c3d,84.636425441632436224,181 to 360 days
0x6c27cc198b0d51540d879b38f0d8981da39cacc4,84.630856771150741504,Over 360 days
0xa5453bd97316003e652f2b14c4c7c2425fc18d83,84.6226,Over 360 days
0x31e9f8ed055d566e2bb98ea65113cd53f56155f5,84.508553069999996928,31 to 90 days
0xd1680a7299fbefedd1e1725eea2fa47ec0f579fd,84.505472416578879488,Over 360 days
0x29001381f8554c79c9dbfccdd0a3243b5f2c915e,84.47550585340592128,181 to 360 days
0x1405ece4e2a6026a9692684fcd76e9c58bec1dde,84.459454815112593408,31 to 90 days
0xa865aa4a907fdb6da3bf83f5f79cf1cf5000287d,84.454757999999991808,91 to 180 days
0xcec35dfd25230b37177581b4aa67b3e7716c5efd,84.45,31 to 90 days
0x702eb6a3399664b35ff8c5065cd1bd9f1151e3f4,84.427740128655507456,Over 360 days
0x2ec33d7c1078fb1e6614a49fefdf98c9b3f4339b,84.403088336379854848,181 to 360 days
0x3029dc34e366f0d3cfc38ae66db247b78359135f,84.394183310947991552,181 to 360 days
0x362836953f838ed0700f03e4f4a0ae13d1190a11,84.34348324010237952,Over 360 days
0x8d5f4a0dde82b8b942a28d71df816be9e10d246d,84.335830000000008192,Over 360 days
0x7867d660faf6d7ef6baa27aa610a01f39d55dad5,84.298134001489903616,Over 360 days
0x821f9b099d532e3244e04f48f02c1223b3034b32,84.288277288286208,Over 360 days
0x81dbf4720e83f690435019cb646ed4492de12a05,84.248685993872949248,31 to 90 days
0x458e1498b1b722a41c319faf09f78b98e685265b,84.237768650632036352,Over 360 days
0x1f5b92a52cfddbd6d3a02473bdbcf73051720c28,84.163925213151346688,31 to 90 days
0xbc2f8b6b425342e86334c24857307342372be279,84.157,181 to 360 days
0x81426c8cf4d6258258a5888b583efd43b85342d2,84.009717587297107968,Over 360 days
0xb490cd4fb31f3fa05d515376906817fa8c35c244,84.0,31 to 90 days
0x19e190085a565c083974d7f0190b2569eea7646d,84.0,181 to 360 days
0x4bf71d5c6161aa223876022da400c31b53f19231,84.0,Over 360 days
0x958294a0337cbab6feb264a0fcdf8f34b2ace2fe,83.979314601150595072,Over 360 days
0x82a7e02b745c24ba513b691d62487b21a0778e38,83.978054157202325504,91 to 180 days
0x22aa17dfa722e0f97de6da831812a8c5da80b5dc,83.976097534023221248,Over 360 days
0xc1c04b502c4c08e50c709d04c44e9f4b3d5cb337,83.962927087644540928,Over 360 days
0x3ba067b4734ddfe1c63d25c6aec390c02855f2a1,83.96077850190102528,181 to 360 days
0x394e01d762ca7abf9010c73b61748819d5895f83,83.951144190415519744,181 to 360 days
0x3180c041b473f2a2ab3ba5dee2f225f72e5740e5,83.887694429999988736,Over 360 days
0xed2dacd07208ed3822d5ea7238ca081d8dbbc089,83.874056640496648192,31 to 90 days
0xb31a3ed225c1f00c623b1aed98725c42b38a862d,83.867573846055092224,31 to 90 days
0xfcdd80be6e8bb6b557b19c573fdb1a04fbe63ca8,83.796958350978629632,91 to 180 days
0xfce122b9e23537a879058d23c9bd8296b3d934aa,83.771370368729448448,Over 360 days
0xedbcaa8fca3a54150bc02325da5a43d1426bd4c8,83.764,91 to 180 days
0x5d294a502a9e753341d49b5314f5b3f013632e00,83.7471,31 to 90 days
