"HolderAddress","BalanceInETH","Timeframe"
0xdbb9f5b0d7c73ab6d0e632faa1b098ace0948d72,4.177545689999999488,181 to 360 days
0x4243b454ddb491cfac073b6e257d9a6f553ce843,4.177374726486336512,181 to 360 days
0x1c79594fd7f32c0c5b1832a9dc2f23603c1947a7,4.1772817692038784,91 to 180 days
0x0f51994e7a06238c0e32bc3eb0ca6e9ef5320553,4.17689553041293056,Up to 30 days
0xd719b418b48f769a3170cb0fb366838e1d7f9ecb,4.176765102870653952,Over 360 days
0x34b28efa9b4343f7e7fb24173c2966d9563e2e99,4.176263698934657536,Over 360 days
0xf261abb37635ad7023cf973735f5cde33c76d72c,4.176231463801570304,91 to 180 days
0xe62be1224d3c4a94d846a7775d42a76155f21ce9,4.173529212890404352,Over 360 days
0xdfe67456fb820a7d904871aee98b9188c651ac5e,4.1733,Over 360 days
0xd3f6394e7d7af7c2429640f628f36370a72a9295,4.171716705457704448,Over 360 days
0xd8287e1b4d078a11d6bbe722ddf28889992b75be,4.17,Over 360 days
0xc8072b01268e4ec4157a4fae11277c7c5f960b74,4.169606392653842944,Over 360 days
0xc8d38539f50a7513ee76a41086cc422e691c7114,4.168800039855444992,Over 360 days
0x1b5e12d5ae19121aa9d22486bbec91f23513d8ac,4.166967534308166144,Over 360 days
0xed08fe3fba08cf3f3a80a39b8e5ae95ff1f3bfd5,4.165519130857822208,Over 360 days
0x8684912596d6798cf32aaf47c28bd95bda4c3652,4.164262735633843712,Over 360 days
0xdd5c683a2dc7819bb8e8d3a07bfb5fd78a05ff00,4.164094575624392192,31 to 90 days
0x0fd7836671ce8a6a1269f1a5522f520aca54036e,4.163541164910354432,Over 360 days
0xabcb1f9ab7d9562bff72aa34a016ea3ce88c1b47,4.163527005105809408,Over 360 days
0xd3d555bb655acba9452bfc6d7cea8cc7b3628c55,4.163186129999646208,181 to 360 days
0x7c5d45377ab505829556adb4f2eca0ef962fad2c,4.161585316141594112,181 to 360 days
0x66ff2f0ac3214758d1e61b16b41e3d5e62caecf1,4.159225780580222976,Up to 30 days
0x12a078a93b588f22088e29b12222d5db8df8603b,4.159002990492807168,181 to 360 days
0xbd892bf5f238627d33e3bf6353798a55a6d1d902,4.155109814269811712,Over 360 days
0x3d14bb4a0ebff24af296f49463e962b64c9dcb82,4.154243699035784704,31 to 90 days
0xf7027402948e94dbe54c3886600eb334fb9e5c1e,4.152795051174582272,91 to 180 days
0x5bc7db827d8267067bfd141a1726ad03bdc1a379,4.152617822902504448,Over 360 days
0xcb8f3aa199e7c8e46fa5909f091e8d81b1ee718c,4.151435402779899392,Over 360 days
0x273c948466867c20836cf6a883a3fe5c7196a596,4.148782,Over 360 days
0x259ad5fbf6b68f271b8ddbd3063019c66a11f9d6,4.146830783880188928,Over 360 days
0x0f7aee6dc84d83c5d076694174d3ff87d1e1b1a6,4.145594663061305344,Over 360 days
0xf4aea403edac24bdc41f4c6c0f6b383d8f5fe3b6,4.143731348357659648,181 to 360 days
0x11671c2525b7388e72e38cb8d5223e1138a13dc7,4.14073665,Over 360 days
0xa87effb2dd88197cd50046d886bdf0f6d2e44147,4.1405055243551104,Over 360 days
0x674529dca936bc1e9f2d4058d95b7d239f7f5621,4.14015164,Over 360 days
0x1c6fdd85503acff67f8dd596fcb2c72f3f2b3c1b,4.139999999999999488,Over 360 days
0xa97d77769b6711333c1998542d42ff086aa750cf,4.138931521758324224,Over 360 days
0xd8e2911250cc55bed988b3d20717f27ff372594c,4.137428954686391296,Over 360 days
0x072702bc329ab8fa6e4feb6b85ab4e974cd9be17,4.137093668354689024,Over 360 days
0xe7d2f030212aef1e062a204867b1bed53b5f7502,4.136079565440025088,Over 360 days
0xdfeceb3c4e9bcdc85901f28d9c314a9bbecfe41b,4.135840734151451648,Over 360 days
0x46231113faed1bc1bf400b8a21bff1299a6b4c65,4.135057629150241792,Over 360 days
0x529737247d5a41f538b5f08671953684dff34a12,4.135054654695307264,91 to 180 days
0xe98d9270cac0bb8b683c14e84af6e05793cc5193,4.133661639999999488,Over 360 days
0x34207d678003854aa3ac26ba47cc186467f0f84e,4.132911420340622848,Over 360 days
0xd7c4c005c299888b061209a4b76e8a0a684ad1ab,4.129815488649214464,Over 360 days
0xb5f9e835e3fa2c729c0892b81c883c2e8711d022,4.128373475314669056,181 to 360 days
0xee4e1867d584d035b31ba4d6d0a45a5bc2eebf99,4.12581345,Over 360 days
0x05fd4249dffaf53a030b0de9d65295e45af2811f,4.12418323,Up to 30 days
0xf03a3b11aafaf9c4a67473f11391d63876ba7e1b,4.1237444303633408,Over 360 days
0x5535df7a3dab6b2b33ab694a4b4cf0f0cc8f5da6,4.123385667683331584,Over 360 days
0x55f5329dc5f0dd2272321ae1e6165444813f4a15,4.122017588342483456,Over 360 days
0x7cbe38b967131189cfc4e68bc96c7a4e44bd0783,4.120384858374345216,91 to 180 days
0x2b7e2af03fcb99ba7acdb981ac7f981fa537fb69,4.11924585933084416,Over 360 days
0xfc537ac4f677057b74220563ebe8474705ed02ba,4.119216370116822528,Over 360 days
0x1d54962a8b3a1be2fff6f864f4edbeaa179d2b74,4.117499999999999488,Over 360 days
0x04ccb0d18e8d304aaf2e94fdb36d4260461b4931,4.117062331830554112,Over 360 days
0xb5610038885f1d256f6bd97001fb47c4efad94df,4.116305703121837056,Over 360 days
0x7750251fcf1b5d944d1771b3478a2b61a3f682a2,4.11619096603839488,Over 360 days
0xab0763815f1d2df957526e18edc062469ae05b14,4.115507277436408832,Up to 30 days
0x243d863ac12a086393800d3e7122e6bef518e531,4.1147737024150144,Over 360 days
0x099f8b2b63acc11157e77f4d3476a0eac7fced9a,4.114347648658171904,Over 360 days
0xc45056bece6a9f0f03f29fab5636832a5a4cff05,4.114242052098434048,181 to 360 days
0x3cbf2ef76e65da3a743eb4baa003a9eff6963be9,4.114221995401127424,Over 360 days
0x2e49b30d573868a98f9d442fc8a4a1c2912a4a04,4.110000000000000512,Over 360 days
0x6f792694e4f9cc557d88cfb856c3559c32aedcfe,4.108904384561825792,Over 360 days
0x43c0aadcbb880c22a78fb1242d1460c6586cebb2,4.108403240000000512,Over 360 days
0xcb8fcc49a7fe86f17afba1e99300558c96dab932,4.108153742980534784,Over 360 days
0xe13d6d9d5edba0f4546fc9f9163ea0f69a77d5db,4.107963627088769024,181 to 360 days
0xf741109e6958a905aac0cc909662116058c05155,4.106908,Over 360 days
0x67ee854d04965742dfa02d942c4ebb0e81bbdfd2,4.106743714102057984,Over 360 days
0x1f643a982642adbb8ad26dc31a640eb1bcc3cd0e,4.106533895493514752,Over 360 days
0xdc1ad32ead8ff4e77d1eafe98a3d56e9c9769c44,4.106532981129152512,181 to 360 days
0x9c5cda3c3fbd71d6aad0de5e1f28073c956c04ad,4.10580184612253696,Over 360 days
0x908748738e1ce23b5e7e531757dddf03b6966d5e,4.104828499179026432,Over 360 days
0x5d77afaa949426db72efcae327ce35bfc05dd965,4.104638000702103552,Up to 30 days
0xdd50a96194e68cd8187a16b83272d352e13d03be,4.10391819603444224,Up to 30 days
0x4dcdc8e7cdc37ffbb4932898732dd23b5ee48381,4.102345240852758528,Over 360 days
0x7cd3168cf85e9ae428dd62897937cd917ed5c560,4.101371447439371264,Over 360 days
0x9c7060537d3b2655012e1b7b10c73acec604abce,4.099999999999999488,181 to 360 days
0xb9a94219a1ebaa8376a9dae3d15799342dfe15b9,4.097564505728085504,181 to 360 days
0xf41c2f08aed8fbbc260812de19f46c5cb3e05c04,4.096502880925076992,181 to 360 days
0x43a664b5973e77e6a7102c8baf14a9300c44ff44,4.095280604810254848,Over 360 days
0x486e8f126c8de0d9dc6482cd21193d6de7356b6a,4.094102152743621632,Over 360 days
0x2aec2119ad9a325951b780817d97659a3e844e05,4.094049303234847232,Over 360 days
0x7c4f9e0dcbdf2e36b6a984db9fe9ceee3581a8dc,4.092558316834741248,181 to 360 days
0x09701ba4d26c466f2bd150eba654292c024e58f1,4.0925,Over 360 days
0x92a4ad08d35935ec8e7e27e2e043c7a4eabac3dc,4.090171108851337728,Over 360 days
0xbeb231e17bf6c67a5fb64d0bec7ed06dbc525707,4.087920000000000512,31 to 90 days
0x8eb7cf1880e7170042cf4b7f5ae40c3e4d429163,4.086339512013332992,Up to 30 days
0xab0eb6dca3e0de3bc5dfbef29ac60148b5544e90,4.085499999999999488,Over 360 days
0x6446059868e9acad777522b2ad0b4779c6157258,4.084581796544019456,181 to 360 days
0xc9d02c5266b12825a928e9cb84eec8939931294d,4.08457785308183552,Over 360 days
0x17e31bf839acb700e0f584797574a2c1fde46d0b,4.083176228616857088,Up to 30 days
0x13dd14bd466ef25a9e3610db4550337a5a697a3a,4.083164122126798336,Over 360 days
0x2e8dde9527fe875a0f98a3e8728a66818c41c903,4.082605724879260672,Over 360 days
0x6b297988effc0607582a705b8f5d24f8cbdd2207,4.079824999999999488,Up to 30 days
0x412bb6e6d9735b43971fa81517998933fdd4e1c5,4.07981476549183232,Over 360 days
0x657d709f3a2aeab3a992c2852d16c77cb66fc016,4.079781069198076928,Over 360 days
0x33949d1396e6a3a4133b35b4952dfaa2d2e05b45,4.079198430980448768,181 to 360 days
0xbd0854435cb3b5de3e3876dc81cfc960fa43dd49,4.07854601,181 to 360 days
0x93c5e820d0d1cab705f89e63b6a41cd2ad2fb345,4.078190336985629184,Over 360 days
0xcc9dc1abeca9371e568f66b43d427a0a6de0e039,4.077082841295607296,181 to 360 days
0x989de884336c38114b3fb292fa44c531584a20a2,4.073150307850540544,Over 360 days
0x49566f7335c0228484a030c0924ffacc4903ccee,4.073000000000000512,91 to 180 days
0x18f1d31824235df5b2408b6dd419de6adecaf133,4.071149110000000512,Over 360 days
0x6724bc403aaab16876fe1e10fcace88ffc332ddf,4.070000000000000512,Over 360 days
0x6618a2e12edb0ff2d0b5326f52afcb0ba1364645,4.070000000000000512,Over 360 days
0x014a971fd0492483c635327d599bb9263672161f,4.068873178439054848,Over 360 days
0x8c7f94be176b598d34194360f5da10475cb84619,4.0686,181 to 360 days
0xb6e07e4e6e6d2acb4c9b0a7ed05f6bcead0082b8,4.065396894380610048,Over 360 days
0x51e503eef24867db9293e5b1db1421ade21698ae,4.06421118,Up to 30 days
0xdcf0d8bf228b24e563543caf53995e763debca76,4.061577379526385152,Up to 30 days
0xb27bd2735d36d510cfaed9c73fded56f415c6217,4.061359999999999488,181 to 360 days
0xfbc4b108ab3eb86618ea3a5591ea393cda59f955,4.06100542232708864,Up to 30 days
0xa69d45ffed14edf22da2d2f9b2318eaad7eb6b2d,4.06080322836406272,Over 360 days
0xf12d15b334eab26a26040b2f529e24185ff1bac1,4.060349636498215424,Over 360 days
0xb2d710e6162b045d0574724a3c9f3f393e9ae066,4.060110902427746816,Over 360 days
0xa6ab9fbe001af50b7151fed8b88063cb25b78e4b,4.059999999999999488,Over 360 days
0x54236dc5ccfe8ccff0dd754bbeaf5dd834d18baf,4.059790807112937984,Over 360 days
0x920cb9ef50c24657221239170fb9a9a42940cb8a,4.059403697949489152,Over 360 days
0x12d2c427c3f4b95569e8b0d4ecf1cc8f1b3b5fcc,4.05469,Over 360 days
0xf79f5bbbf3cb8896af5aaeb32ae8edae7fd2dc45,4.05401425094740736,Over 360 days
0x2ae064911cb33159c401aa3daac9e8a519a32bb2,4.051655162827572736,Up to 30 days
0x665d7dc70355870c6a1d85878a1db1730b5503e1,4.05094037081115136,Over 360 days
0xcf083a90f129e95185e8445162b633729f1b8556,4.05,Over 360 days
0x0fbf68361b6c0f294d5ec940bd7275aa3b7a2540,4.049648779910272512,Over 360 days
0xb7daf79b216d2a6ef6aeb28a7fcb75804c570fe2,4.049246992373494784,Over 360 days
0xeb01e2f438a496df352446b684a17a606f5c80b7,4.046783676898284544,Over 360 days
0xcf7b4b055fcb0a438b15b377249e1c734db130a6,4.044902289999999488,Over 360 days
0xd70dc0baabd4905cbb3e40d38f1d6ee563ba954c,4.044562275554923008,Over 360 days
0x032a134263975e804379c2c22f0631df5d34b9da,4.044353746529365504,181 to 360 days
0xb17d2fdafafdaa0e3428b55749c2aa58ef2be831,4.0442,Over 360 days
0x4917d97e98b5cf8eca123305fc333c362a7a384a,4.044118553625645056,Over 360 days
0x9e9715e4e021203475159fbb22cc2ea1113e1102,4.044058578908512768,Over 360 days
0xb37e50faf0e48f0e70d55073cf32bee368098e46,4.043596868691932672,Over 360 days
0x864f60861a5cb616dc7eb5dc46d4a65d0adbc7f7,4.04304630936752384,Over 360 days
0xae49c5dccfe5549985057bbc981af4fdc6c20919,4.043,Over 360 days
0xe52b15d60274ea4703a8f81f906bb4e1d07e3077,4.042627851132148224,Over 360 days
0xd5182e6ad566422e9a2224a42cc8761720528f80,4.042461549999999488,Over 360 days
0x2daf29bf4f4ac7d33e84df35406920a96297f4e7,4.04241378925169408,181 to 360 days
0xe99e76bcba16de0c6142211f73d7973589a3044d,4.040185249307671552,91 to 180 days
0xba65751832ef693392d721988ea8fbdb894693c0,4.04,Up to 30 days
0xac286039cc18272332ae1ebb81d2feb7a2c5a659,4.039583291611113472,Over 360 days
0x6939432e462f7dcb6a3ca39b9723d18a58fe9a65,4.03924562,31 to 90 days
0x23112697c400c1a0d9844bdb6eff6b9c97891777,4.0385346914698752,31 to 90 days
0x4df2a08267c19a5ee8f43b5472d7da3ec7a46acc,4.037887448688251392,Over 360 days
0x9bf59005baeaecaa3db4d75dedacc445b31af0f9,4.037689112007744512,181 to 360 days
0x5519e085c6e8b53b740426123119a5752ec387f6,4.037363809350365184,Over 360 days
0x19c3136369bb33cdfa409b3adbf962ba97ec1985,4.037267080000000512,Up to 30 days
0xca4a7087350bd296233adada5fb344df8bbdb238,4.037150657205709824,Over 360 days
0x461756799898e92fe883d3ac1b98c3bfda3a87a8,4.036965781745799168,31 to 90 days
0x167b3852431f6c0047b8dd1bff50b396de29188b,4.036913894175396352,31 to 90 days
0xb13a3de61fcdfa69403196ea7f1cdd8a40f92755,4.036413791156972544,Over 360 days
0x968467e3aa824922a6d507f0db5ea9b58e691c19,4.035017379101290496,91 to 180 days
0x904c7ef4a91f1cb4cf15b981cfca26cc4b778e42,4.030029518564687872,Over 360 days
0x43a269f21fbb109e74ba2875f6185ffc94b93f4f,4.03,Over 360 days
0x791ec01ebd3d4068000731c846f90dc34050c227,4.03,Over 360 days
0x3f12ac4e3a3312f9c6b471e603b4c0f30caddfbc,4.029560670000000512,Over 360 days
0xfca7006946022529739d22fe008eb563665bf2d5,4.028391992127159808,Over 360 days
0x4527d19d14cb5b272c3e7b3669b3aee9073c1bca,4.027220791349000192,Over 360 days
0x5e5b8a8ea959f9c35582b47f81dabfc4f3a10568,4.026231367776264704,181 to 360 days
0x081c6c3dcd4ace1a6f1dbb8c7a52b81280db8438,4.025993945199711744,Over 360 days
0xbf5bafcf769b04b34e60f1a4ec0224c8c94d8f24,4.025800000000000512,31 to 90 days
0x4443a9ebd975aa09bc70df916391359ee15eca8a,4.024396223021072896,Over 360 days
0x57eda68e879b5b194833b90f680e562f68317c5e,4.02415664,Over 360 days
0x43e154c1be2bc8028c26eb21536004f32828303f,4.023041118900471808,Over 360 days
0x27a48ed9f9241faad1d58e8236d056103dcec088,4.022,Over 360 days
0xdbeb877c4557ac44573f2184cb3a701517f62f35,4.021699784080638464,Over 360 days
0x7d2e027e744b6dbf1384c6a19d6d3333173d0e7f,4.021291778234170368,181 to 360 days
0x9407fe3a39f865e6638d6fc10be8386832a4fe20,4.020382322451856896,Over 360 days
0x5bb779d732c0e77a6d63c058710e4c2756c6ac96,4.020031929944073216,Over 360 days
0x929584861306e1924bc900059bf948471a36c2d3,4.019300000000000512,Over 360 days
0x93ec46ba740386dd69b72324685fa7e6c0936763,4.0175,Over 360 days
0xb24d0cf90a18336bfab6c3fb35910d00d20b93f1,4.0174585752975488,Over 360 days
0xe27a1cce44de0a6f599124fbc291910c4bfe5f5c,4.016279027401859584,Over 360 days
0x2794e5a2f729675d402db8f0080480f4ce13764a,4.016018626823091712,Over 360 days
0xa7d9c7239698d32644d526f54b2cce21ac953142,4.016002494375435776,Over 360 days
0x096a61cdd0ceb0e3b5fc6fd4718ae6cd18bd5b0c,4.015088331450036736,Over 360 days
0xe8c720b9b68d06b8d249fac6cf7bdd55e524dcb7,4.014576284647657472,91 to 180 days
0xc479b05c1a50c2ab4b32c3828b7e5e203f48e074,4.013264328228246016,Over 360 days
0xd02316c5bd5b9dbe00c95b301cfbb928962dd89f,4.012572404526191616,Over 360 days
0xf287ad7c618e3aec4d44001614ff1e2664393366,4.0119638882033792,Over 360 days
0x8955d66b1f317932991a7b5acd20c25220187815,4.01167892316811264,Over 360 days
0x924cd613428f170e34491b86e7f8b3560efcfe16,4.0111773031543552,181 to 360 days
0xac3b4e284b1532586f0457176faf39dbbce5168b,4.010545857085073408,31 to 90 days
0x33e866a7cb3ed460e065894bbfa627380ee1ff10,4.01047103962682624,Over 360 days
0xe73358aebb3b6f57d91de4f591f6a235cf727bd9,4.01,31 to 90 days
0x9ddbb1f66fd1459cf01d7828c20ab1239497eba9,4.008543110508000256,31 to 90 days
0xefc689fdec4678653cf0f012d32cfc2ee23132d7,4.007828325253988864,Over 360 days
0xd1f32c934f4fbfeb495650b141d2f27bcbb4d296,4.007820369313665536,181 to 360 days
0xdeb0dca2aa1db08de0f014ce51daf0ff485aa85d,4.0077594657702528,Over 360 days
0x351cc4101d33d9455c2a7029ceefd9c81aa41cca,4.005695537284858368,Over 360 days
0x96295b059c64cb08fe60bd0748254479a8201228,4.005410430000000512,Over 360 days
0x0e9eff3661b6796dd0e27fa707f24fe71d8fa46e,4.00511817,Over 360 days
0x069ff3625f48f134e5d64b0b96125ec3c64d342f,4.0039,91 to 180 days
0xfae07cc470c47560d82c8bad40ae64c071cd82b6,4.002315957687327744,91 to 180 days
0xda7477950696578ce8d183e03f952821d85a7eb5,4.001980989094427136,Over 360 days
0x2d3fe53342bf4d3df8b3020fea77bd4e7bbd5a53,4.000587141316197376,Over 360 days
0x82c80490e3f77667405900eab14dfde5cc6edeb0,4.000096148318262784,Over 360 days
0x3324934ebc5aaa8fb87bbdc5017478c1d199f3a9,4.000000000132238336,Over 360 days
0x96b7f56a3c46384b81d7969a84af2e31911a7597,4.000000000000001024,181 to 360 days
0x64a8e8916608f57d9e12cb1fa1bb6dda07fda15b,4.0,Over 360 days
0xb3d6f2af2fa246f493d00d54dadf93b964d6863a,4.0,Over 360 days
0x8abc16e919c61d5863b34f920dfb4dc4a97bf036,4.0,Up to 30 days
0xd7853d56a4525c2e782a4782b70738d2cbdb05b2,4.0,Over 360 days
0xaf6c0a6bf6b183d1215382e2b9f60546595299fe,4.0,Over 360 days
0x7934ee8c1daf9c50595004c10a95a78780726e0d,4.0,Over 360 days
0x0eff997f9ad223569d9c51a4a399227c94866cc5,4.0,Over 360 days
0xb48d7884ed5dd1305e31cba2f76ff2911789ee9d,4.0,181 to 360 days
0xda1e3905429c1d4c1b0a7762dbd2c879fc2d300d,4.0,Over 360 days
0x700a4d7f137da2c2642ed15f57df8be10e819c46,4.0,Over 360 days
0x9c70f4eae366ec42291b3af6dc6883cce41e6e33,4.0,Over 360 days
0xebd7ba73be8af1b702bd7dd4f431aae05a8647f4,4.0,Over 360 days
0x9301b0363eab0284d08b989ba15790e304f5419a,4.0,Over 360 days
0xa323724ea2b5a3535060d17acc46a5bda8052926,4.0,Over 360 days
0x29333ddef37435d9f12d0b4f5b1339e40ccd9127,4.0,Over 360 days
0xdaa5199e6cfdf09fa4cab612c189a5d492a903ae,4.0,Over 360 days
0xe374c57a53f5e4ac23b4ddfa7a77a677b0641cea,4.0,91 to 180 days
0x7b0b83e4dadf69556ee91e52d1ac8e1dee785f93,4.0,181 to 360 days
0x5699559d31ad27baaefef21a9461ce9479c629b3,4.0,91 to 180 days
0x25d12502aa0990f47eb1436ffe6880f75fd1696e,4.0,Over 360 days
0x08b3124047294ae96d1d741ee5d1d4725661bb16,4.0,Over 360 days
0xdfb1ef0123fc2e403c8f4f5a6ea99be1a7d57aff,4.0,Over 360 days
0x8741ffb32873017a74ee25d37c6d711192b7aac8,4.0,Over 360 days
0x46ab8d39fe7e7621c1cd1a564cb676cdc13f7bb7,4.0,Over 360 days
0xf44f16740a958b5dd40f1c6c54d7eeaa9e896599,4.0,Over 360 days
0x9a3b51edbb168ce6cfa4f9b1bfcabe01edb8a344,4.0,Over 360 days
0xc10f5f82b7b0392db11bbf06cde93fc0aea120cb,4.0,Over 360 days
0x6e85e758aed0e2a452607c7ba1895a03c8500750,4.0,91 to 180 days
0x60098365835f3790050c643d72ae546f1a715061,4.0,Over 360 days
0x0237cc0ec4cc9fb0be0e896a9cde126236b72d18,4.0,Over 360 days
0x43f74a01b19d9a95375fed40eb87ed5aba6cef5f,4.0,181 to 360 days
0x8e9eab1bb5bf38ba5cc0f03d963ff0d25a648528,4.0,Over 360 days
0x409f14ffcc6a07115bf528bfba2d5af42aca1d10,4.0,181 to 360 days
0x0a85cee90fb86550350beaf455f4fea501794069,4.0,Over 360 days
0x9d9c0f47b2cceaefa087f77dcf11c7ac9d1a39f0,4.0,91 to 180 days
0x5090419344c6be8798d3798ad6bbe66c61d30c5a,4.0,Over 360 days
0xe5f8b547d46b6005f0d3973bebc692b12c2da93d,4.0,Over 360 days
0xc594296c2db051718423e4dd3e6fde106d7dd811,4.0,181 to 360 days
0x7b7bfc4e53bdfc5e80f439d8a384d4487868a454,4.0,Over 360 days
0x64f960cde4834b5021238e0e2ab0b5ef4818ca2c,4.0,Over 360 days
0x607270a3484687ecd4d27ac49bde354fb86d090c,4.0,Over 360 days
0x1e2372e26f52b023f14b47c2404496793cb60c9b,4.0,Over 360 days
0xd34c931f099d05f07f5674804011f852b3edd728,4.0,Over 360 days
0x450e4aaa02a6f1dcb8294365edd6abbabd25e18c,4.0,181 to 360 days
0x21770b43c39784c85a8e929c6a09147ff176f51d,4.0,181 to 360 days
0x62f3e5a699c98e1a10094e00e4b4992c5a2eccb6,4.0,Over 360 days
0x2f3477a0b8f5c3471501ad545ac792435365aa2f,4.0,Over 360 days
0x4bce167a531f27458af5ff98474cff8b7e1f69bf,4.0,Over 360 days
0xd8a1989699e9159f66b4374632e2d7f9f94fa551,4.0,31 to 90 days
0x33ed6dc3080f6328d6252118cdd0a78709644f2c,4.0,Over 360 days
0x2d1a5be4ae6c0da8c94e5ea6ff4552ef039ca5f6,4.0,91 to 180 days
0x8d0525d8f2ab12f38aed7e8b6f2ae8c604eb1f5d,4.0,181 to 360 days
0x324a643ed6438b274abd96a689624cb6ae0ee5ba,4.0,91 to 180 days
0x2eae7c71302ad6df1f603665c522439d37eb2dce,4.0,181 to 360 days
0xea90c414bba80512a5bdaa5b3b84e4806e1c2ab1,4.0,181 to 360 days
0xe820ba5efa3ba7c11c74d9dba00efe97fb61cc7e,4.0,181 to 360 days
0x7d24c10fda99eb3ad6b291e4bf9d3dcb634e07fe,4.0,Over 360 days
0x2f298db3eda6542ebb5e9c819939b247d1b2bf77,4.0,91 to 180 days
0xb734e34c1c3d6d1a3280fb8549244a273d57b9df,4.0,Over 360 days
0x85a3ff9b19486ff1d4902562d57996f27ff716d1,4.0,181 to 360 days
0x6a32c866dd25f810ba03e57a09078e8e1b832c3e,4.0,Over 360 days
0x44459250b9217558727c83a045cbaa2add24e56e,4.0,Over 360 days
0x73be8646bb7fe7d8815766b4bb852ace72e9ac2f,4.0,Over 360 days
0x3de2b4adb47177d4d01e3381d62f2cda51041ba3,4.0,Over 360 days
0x9de80f90083926a03507b3d4fbdfa9d3306b6f7d,4.0,Over 360 days
0x3bb3f8dd0d10d16f7ce640b8492c645df64220d7,4.0,Over 360 days
0x60453e793769e86818050dbe3bcdab54e8c1f846,4.0,Over 360 days
0x9f6d296dce1576d23484c78b2da567395732a586,4.0,Over 360 days
0x69134eb3bf98af092e9f9c501ffd09822117d92f,4.0,Over 360 days
0xafff80bbeb8aedb67590f152f061eca11fd5bb33,4.0,Over 360 days
0x5965e9113ff4f37012b15622e1f331f3bc7d4d2d,4.0,Over 360 days
0xee7d5999ce0a36cc88e4482fe1367379ecda9786,4.0,181 to 360 days
0x9016fb2b7a0cb1683a8a2da6df49da64ec29d88e,4.0,181 to 360 days
0x2d848e4def2f169a8513daea7e296b7bc359207c,4.0,Over 360 days
0x19fc1d3fb7b612ad72b5bacd4d9bb56369333aba,4.0,Over 360 days
0xf5653007a6d1bcaeaca613c01255ab075ddb90dc,4.0,91 to 180 days
0x6a379843dfbb24ea3383c8a8f091c7e7a97cf2e4,4.0,Over 360 days
0xad9057a5c1f52ecf1d91fe758373fb4312fd34d4,4.0,91 to 180 days
0xddfcc1d386b235f8a118160fb9f866f964fdee04,4.0,181 to 360 days
0x5813035641d50aa4c8b8f152bfff87933825d15b,4.0,91 to 180 days
0x207cd6f8192809428ae67143d6fea04e02a862b2,4.0,Over 360 days
0xbe5fc9cadd6c965c54b01b13cb8e27a611bf50c9,4.0,91 to 180 days
0x8c1a1a91e734f43f076407ffee6859c824b27210,4.0,Over 360 days
0x28ef3e9e663c64de417322f190651809ba21094f,4.0,91 to 180 days
0x48c0e5b34dfd72ced2531d6d815768b1766d9bb5,4.0,Over 360 days
0x082f806f7c79cb7177ec72134471156474634955,4.0,Over 360 days
0x337818c92fb369cfd1e29a1d994d31ad2388f83b,4.0,Up to 30 days
0x2729da581fccfd33be206edaa5eb2bbe9a5b3bc5,4.0,Up to 30 days
0x16ecf877b6cef8156610b25cd33580c7d5abf3a2,4.0,Up to 30 days
0xc9ebdc8e47c2387db067c4d8685daff4d947bbc3,4.0,Over 360 days
0x4366e469ebf31a5508cb24b5bff7001312bdd0fd,3.999866646967394816,Over 360 days
0x49c0c51899db80533f58fdaad7b1ea51a8d4c008,3.999404392300995584,Over 360 days
0x8c08a0b2148d78142252551395ad104f6fa9126c,3.99738801,181 to 360 days
0x16d47bd29e7b0cc691c302ea2afa47ba50ce71b5,3.995705815579304448,181 to 360 days
0x17c0a6428e5decd8931c8ce7f729828c28bc2b10,3.994296585819828736,181 to 360 days
0xdf7a6c08238579c8b5e48b0be2546c82383b1c4c,3.990441782006768128,Over 360 days
0x1c4de3ffc10fa2aa891d4e4f0004796efc1d88a8,3.99029025,31 to 90 days
0xfe09a9b5289a39d261a432bde55c6bbfc2b5782a,3.98993497965810688,Over 360 days
0x7d7d7c915053a74dcd4d565619b2eb36eef6220a,3.985232605773165056,Up to 30 days
0x97cee3971182586f7e24efac09c25b67ee398a86,3.985230476335961088,Over 360 days
0x43ddaae51a60848ca684cd0ceb59834983b4868e,3.98427408,Over 360 days
0x573f1a14add4fe1e3d30b5dbc0f1dc2ee99c6e4d,3.98425209,Over 360 days
0x77d0a07c133ccba7a4aacc293d6826f707714527,3.983297886176834048,Over 360 days
0xbbc402a4c717fec4ef5158e3f5a749af31efee22,3.983122539073148416,31 to 90 days
0xdaae00fb88688edb60956f5d5420e91c2dd3f03d,3.98,91 to 180 days
0xff6cbd62aba8b1190aa7aa58e36b099eaa3637a4,3.98,Over 360 days
0xd224ed50bf932d701c307899316c87e3e62b5e17,3.979131865208016384,Over 360 days
0x399419d2563b42c9698cc8286171cf6e7ff8a1a6,3.976819721564635648,181 to 360 days
0x6d1b439d870ebd919e6c68d3c741f9d05e63accd,3.973845484758935552,Over 360 days
0xd2557c384b2fa925b157454b59bb7d4d7e8c93d9,3.973827180667435008,Up to 30 days
0xb34746ee27d2b65bb0f96a9f9d250337b77f73a1,3.97219374939372288,181 to 360 days
0x3241141ebdb42c1de78fd9e0da55fba7cfdd6d7b,3.971452647028414976,Over 360 days
0x7ca4edf8a59fe5f114342920296f1ad81a70dd5d,3.970071946074838016,181 to 360 days
0x158a08bccdc9b32b4ce6dc6e777651fc1fe19351,3.96847148,Over 360 days
